,,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 2
(División por Localización Geográfica de la Garantía),,
,,,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
PROVINCIA GARANTÍA NUM PONDERADO PONDERADO PONDERADO POR
EUROS ACTUAL % ACTUAL ACTUAL
POR SALDO POR SALDO SALDO ACTUAL
INICIAL (meses) ACTUAL (meses),,
,ALAVA 4 464.707,46 0,05 322 305 3,16 2,98 3,62
ALBACETE 38 2.327.100,86 0,23 280 242 3,13 2,59 3,50
ALICANTE 249 18.051.146,05 1,77 270 240 3,10 2,42 6,25
ALMERIA 7 685.690,73 0,07 302 285 2,88 2,55 3,61
ASTURIAS 97 9.759.932,87 0,96 317 293 2,87 2,57 3,56
AVILA 10 492.819,64 0,05 251 220 3,19 2,60 3,75
BADAJOZ 31 2.551.677,46 0,25 328 317 2,76 2,35 3,57
BALEARES 40 5.059.620,27 0,50 315 284 2,91 2,60 3,50
BARCELONA 853 83.929.514,91 8,22 325 287 3,23 2,35 6,50
BURGOS 154 14.044.433,23 1,38 319 285 2,91 2,50 3,75
CACERES 74 6.548.818,80 0,64 315 289 2,86 2,57 3,50
CADIZ 31 2.842.808,36 0,28 316 296 2,84 2,42 3,44
CANTABRIA 50 4.562.066,78 0,45 290 265 2,86 2,60 3,50
CASTELLON 350 23.950.161,96 2,35 284 247 3,19 2,42 7,00
CIUDAD REAL 10 602.552,40 0,06 278 251 3,18 2,67 4,00
CORDOBA 50 5.259.123,76 0,52 321 301 2,84 2,50 3,38
CUENCA 37 2.351.989,65 0,23 284 258 2,95 2,60 3,62
GERONA 57 4.677.188,68 0,46 288 256 3,10 2,35 3,75
GRANADA 77 7.313.019,67 0,72 336 319 2,83 2,56 3,44
GUADALAJARA 635 44.821.208,90 4,39 283 240 3,22 2,35 4,00
GUIPUZCOA 1 94.358,87 0,01 300 259 3,05 3,05 3,05
HUELVA 5 388.177,41 0,04 283 256 2,92 2,56 3,29
HUESCA 552 34.120.491,73 3,34 262 223 3,21 2,35 6,50
JAEN 71 7.159.214,14 0,70 327 308 2,86 2,60 3,50
LA CORUÑA 64 5.945.110,89 0,58 311 282 2,84 2,50 3,34
LAS PALMAS 77 7.633.955,19 0,75 320 295 2,93 2,60 3,33
LEON 33 2.583.886,37 0,25 312 290 2,84 2,35 3,60
LERIDA 361 26.544.790,67 2,60 305 272 3,24 2,35 4,25
LOGROÑO 409 33.160.778,31 3,25 289 260 3,08 2,35 4,25
LUGO 2 200.926,02 0,02 316 300 3,16 2,75 3,40
MADRID 3.871 335.701.589,93 32,88 294 255 3,15 2,35 6,25
MALAGA 34 3.158.009,71 0,31 297 271 2,93 2,52 4,00
MURCIA 40 3.080.292,87 0,30 296 268 3,16 2,59 6,00
NAVARRA 222 19.327.329,08 1,89 311 279 3,14 2,50 4,87
ORENSE 38 3.383.950,97 0,33 310 287 2,78 2,44 3,75
PALENCIA 30 2.599.851,41 0,25 291 259 2,80 2,35 3,25
PONTEVEDRA 13 1.401.273,77 0,14 323 308 2,79 2,55 3,19
S. C. DE TENERIFE 53 4.554.947,31 0,45 311 285 2,92 2,55 3,42
SALAMANCA 4 435.926,76 0,04 369 356 2,81 2,67 3,09
SEGOVIA 14 798.692,94 0,08 239 206 3,07 2,64 3,75
SEVILLA 69 6.333.407,07 0,62 307 280 2,90 2,59 3,33
SORIA 67 4.092.371,48 0,40 284 236 3,08 2,57 6,00
TARRAGONA 350 27.798.247,03 2,72 296 265 3,13 2,42 4,25
TERUEL 179 11.519.137,77 1,13 273 237 3,18 2,35 4,00
TOLEDO 111 8.762.988,27 0,86 293 263 3,13 2,60 4,00
VALENCIA 1.111 78.420.004,08 7,68 286 252 3,14 2,35 6,75
VALLADOLID 32 2.466.709,51 0,24 272 235 2,84 2,65 3,34
VIZCAYA 2 364.924,98 0,04 360 338 2,85 2,72 3,09
ZAMORA 2 170.271,57 0,02 300 279 2,81 2,65 3,09
ZARAGOZA 1.945 148.553.373,63 14,55 281 244 3,07 2,35 6,75,,
,TOTALES 12.616 1.021.050.572,18 100,00 294 258 3,12 2,353 7,00,,
,,,
