,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 2
(División por Vencimiento Residual),
,,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
SALDO INICIAL RESIDUAL
VENCIMIENTO SALDO ACTUAL PONDERADO Min. TIPO Máx. TIPO
NUM ACTUAL PONDERADO PONDERADO POR
RESIDUAL MESES EUROS POR SALDO ACTUAL ACTUAL
% POR SALDO SALDO ACTUAL
ACTUAL
INICIAL (meses) (meses),
,45,00 - 60,00 3 152.405,69 0,01 115 53 3,29 2,95 3,75
60,00 - 75,00 31 1.246.749,29 0,12 144 70 3,39 2,60 6,00
75,00 - 90,00 146 6.027.021,30 0,59 162 83 3,37 2,55 4,00
90,00 - 105,00 349 15.117.627,60 1,48 171 98 3,33 2,52 4,00
105,00 - 120,00 372 18.466.625,34 1,81 173 112 3,29 2,35 4,00
120,00 - 135,00 273 14.671.992,29 1,44 178 128 3,27 2,44 6,25
135,00 - 150,00 391 21.955.199,67 2,15 196 142 3,22 2,35 4,00
150,00 - 165,00 756 41.079.098,63 4,02 218 157 3,27 2,42 4,25
165,00 - 180,00 628 37.892.148,67 3,71 221 171 3,22 2,35 4,00
180,00 - 195,00 582 37.968.170,92 3,72 236 188 3,27 2,42 7,00
195,00 - 210,00 726 48.913.626,03 4,79 244 201 3,19 2,44 4,25
210,00 - 225,00 945 64.015.886,01 6,27 264 217 3,20 2,44 4,36
225,00 - 240,00 1.119 79.704.464,77 7,81 281 232 3,28 2,35 4,37
240,00 - 255,00 1.107 84.092.129,95 8,24 297 248 3,34 2,35 7,00
255,00 - 270,00 1.164 100.724.687,31 9,86 299 262 3,11 2,35 4,00
270,00 - 285,00 1.151 110.853.112,26 10,86 301 276 3,02 2,35 4,25
285,00 - 300,00 532 55.086.960,18 5,40 304 289 2,91 2,35 4,87
300,00 - 315,00 102 9.745.564,33 0,95 344 308 3,20 2,50 4,00
315,00 - 330,00 323 33.863.584,58 3,32 356 324 3,10 2,50 3,75
330,00 - 345,00 936 112.292.051,17 11,00 359 338 2,99 2,44 4,00
345,00 - 360,00 715 89.512.539,61 8,77 360 348 2,87 2,50 4,62
360,00 - 375,00 3 307.880,31 0,03 384 369 2,99 2,83 3,09
375,00 - 390,00 6 947.204,72 0,09 398 380 2,81 2,60 3,02
390,00 - 405,00 24 3.547.844,58 0,35 419 403 2,97 2,67 3,17
405,00 - 420,00 232 32.865.996,97 3,22 420 409 2,88 2,55 3,61,
,TOTALES 12.616 1.021.050.572,18 100,00 294 258 3,12 2,353 7,00,
,,
