,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 2
(División por Ratio Saldo Actual/Tasación),
,,
,RATIO SALDO
VENCIMIENTO VENCIMIENTO TIPO
ACTUAL/
SALDO INICIAL RESIDUAL ACTUAL
RATIO SALDO SALDO ACTUAL TASACION Min. TIPO Máx. TIPO
NUM ACTUAL PONDERADO PONDERADO PONDERADO
ACTUAL/TASACION EUROS PONDERADO ACTUAL ACTUAL
% POR SALDO POR SALDO POR SALDO
POR SALDO
INICIAL (meses) ACTUAL (meses) ACTUAL
ACTUAL,
,0,00 - 10,00 1 5.121,02 0,00 360 351 2,92 2,93 2,92 2,92
10,00 - 20,00 8 233.802,16 0,02 258 225 3,04 16,82 2,58 3,31
20,00 - 30,00 28 1.113.151,53 0,11 221 181 3,06 26,46 2,58 3,86
30,00 - 40,00 66 3.585.841,58 0,35 225 189 3,04 35,66 2,55 3,81
40,00 - 50,00 1.641 103.148.011,55 10,10 248 206 3,10 45,92 2,35 6,25
50,00 - 60,00 2.323 164.761.868,83 16,14 265 225 3,09 55,17 2,35 4,87
60,00 - 70,00 2.891 220.765.453,98 21,62 283 242 3,13 65,28 2,35 6,50
70,00 - 80,00 3.194 296.554.333,70 29,04 314 284 3,06 74,99 2,35 6,75
80,00 - 90,00 1.872 169.081.134,31 16,56 319 284 3,23 85,51 2,35 7,00
90,00 - 100,00 592 61.801.853,52 6,05 334 305 3,20 91,97 2,35 7,00,
,TOTALES 12.616 1.021.050.572,18 100,00 294 258 3,12 69,32 2,353 7,00,
,,
