LAS PALMAS 491 5,46% 62.010.314,82 4,37%
LEON 55 0,61% 6.358.005,59 0,45%
LERIDA 79 0,88% 11.028.065,59 0,78%
LUGO 41 0,46% 3.828.155,75 0,27%
MADRID 956 10,63% 191.573.409,21 13,51%
MALAGA 616 6,85% 112.568.794,64 7,94%
MURCIA 232 2,58% 32.194.866,36 2,27%
NAVARRA 59 0,66% 9.230.735,01 0,65%
ORENSE 57 0,63% 6.341.893,79 0,45%
PALENCIA 10 0,11% 762.698,97 0,05%
PONTEVEDRA 142 1,58% 18.785.441,49 1,32%
SALAMANCA 31 0,34% 3.368.480,24 0,24%
SANTA CRUZ DE T 141 1,57% 16.742.182,63 1,18%
SEGOVIA 16 0,18% 1.809.579,45 0,13%
SEVILLA 540 6,01% 79.002.067,46 5,57%
SORIA 3 0,03% 336.005,46 0,02%
TARRAGONA 181 2,01% 37.458.098,82 2,64%
TENERIFE 129 1,43% 16.450.620,59 1,16%
TERUEL 2 0,02% 180.451,38 0,01%
TOLEDO 218 2,42% 45.303.057,63 3,19%
VALENCIA 489 5,44% 73.370.530,43 5,17%
VALLADOLID 60 0,67% 8.392.146,43 0,59%
VIZCAYA 127 1,41% 21.858.122,27 1,54%
ZAMORA 10 0,11% 1.228.323,13 0,09%
ZARAGOZA 125 1,39% 19.881.245,46 1,40%
TOTALES 8.992 100,00% 1.418.532.958,98 100,00%
