Cartera de Préstamos Hipotecarios a fecha 19 03 2007
DOMICILIO DE LA GARANTÍA DE LOS PRÉSTAMOS ASOCIADOS NO HIPOTECARIOS
ÍNDICE DE Nº DE % Nº Saldo vivo % Saldo vivo
REFERENCIA PRESTAMOS PRESTAMOS
ALAVA 9 0,41% 229.784,29 0,46%
ALBACETE 11 0,50% 242.191,57 0,49%
ALICANTE 216 9,84% 4.523.140,39 9,09%
ALMERIA 88 4,01% 1.978.204,52 3,98%
ASTURIAS 114 5,19% 2.152.888,03 4,33%
AVILA 5 0,23% 111.989,47 0,23%
BADAJOZ 17 0,77% 304.762,83 0,61%
BALEARES 136 6,19% 3.494.171,56 7,02%
BARCELONA 72 3,28% 1.715.744,28 3,45%
BURGOS 16 0,73% 266.953,41 0,54%
CACERES 13 0,59% 201.413,16 0,40%
CADIZ 59 2,69% 1.331.935,33 2,68%
CANTABRIA 26 1,18% 622.049,06 1,25%
CASTELLON 79 3,60% 1.620.448,79 3,26%
CIUDAD REAL 15 0,68% 312.943,38 0,63%
