Cartera de Préstamos Hipotecarios a fecha 19 03 2007,,,,
PERIODICIDAD Y MES DE REVISIÓN DEL TIPO DE INTERÉS DE LOS PRESTAMOS,,,,
PERIODICIDAD DE REVISIÓN
vs. MES REVISIÓN,Nº préstamos,% Nº préstamos,Saldo Vivo,% Saldo Vivo
PERIODICIDAD ANUAL
ENERO 40 0,34% 3.411.763,68 0,23%
FEBRERO 37 0,32% 2.816.868,80 0,19%
MARZO 29 0,25% 2.516.562,04 0,17%
ABRIL 52 0,44% 4.261.020,70 0,29%
MAYO 96 0,82% 10.785.908,21 0,72%
JUNIO 94 0,80% 8.340.495,11 0,56%
JULIO 316 2,70% 39.265.316,57 2,63%
AGOSTO 306 2,61% 38.144.483,80 2,56%
SEPTIEMBRE 234 2,00% 29.194.990,36 1,96%
OCTUBRE 187 1,60% 27.263.142,08 1,83%
NOVIEMBRE 121 1,03% 14.183.714,78 0,95%
DICIEMBRE 87 0,74% 9.815.322,66 0,66%
TOTAL
ANUAL 1.599 13,65% 189.999.588,79 12,73%
PERIODICIDAD SEMESTRAL
ENERO 13 0,11% 292.900,37 0,02%
FEBRERO 18 0,15% 404.129,75 0,03%
MARZO 16 0,14% 389.898,55 0,03%
ABRIL 614 5,24% 71.533.147,19 4,79%
MAYO 1.698 14,50% 235.759.149,30 15,80%
JUNIO 1.707 14,57% 237.794.478,24 15,94%
JULIO 1.602 13,68% 195.850.550,59 13,13%
AGOSTO 1.546 13,20% 193.250.252,14 12,95%
SEPTIEMBRE 1.195 10,20% 152.455.503,32 10,22%
OCTUBRE 1.135 9,69% 150.613.569,52 10,09%
NOVIEMBRE 377 3,22% 45.625.715,88 3,06%
DICIEMBRE 193 1,65% 18.208.283,92 1,22%
TOTAL
SEMESTRAL 10.114 86,35% 1.302.177.578,77 87,27%,,,,
TOTALES 11.713 100,00% 1.492.177.167,56 100,00%,,,,
