Cartera de Préstamos Hipotecarios a fecha 19 03 2007,,,,
DOMICILIO DE LA GARANTÍA DE LOS PRÉSTAMOS HIPOTECARIOS,,,,
ÍNDICE DE REFERENCIA,Nº DE
PRESTAMOS,% Nº
PRESTAMOS,SALDO VIVO,% SALDO
VIVO
ALAVA 21 0,23% 4.298.296,41 0,30%
ALBACETE 46 0,51% 4.768.997,72 0,34%
ALICANTE 570 6,34% 77.616.031,05 5,47%
ALMERIA 226 2,51% 33.544.933,80 2,36%
ASTURIAS 305 3,39% 33.880.927,44 2,39%
AVILA 24 0,27% 2.702.578,58 0,19%
BADAJOZ 80 0,89% 8.761.379,05 0,62%
BALEARES 322 3,58% 52.964.231,70 3,73%
BARCELONA 565 6,28% 131.755.398,16 9,29%
BURGOS 53 0,59% 7.681.647,88 0,54%
CACERES 37 0,41% 3.557.664,32 0,25%
CADIZ 427 4,75% 56.405.418,94 3,98%
CANTABRIA 97 1,08% 13.905.109,82 0,98%
CASTELLON 211 2,35% 31.837.055,28 2,24%
CIUDAD REAL 57 0,63% 5.429.233,87 0,38%
CORDOBA 106 1,18% 12.707.703,09 0,90%
CUENCA 19 0,21% 2.526.360,39 0,18%
GERONA 175 1,95% 36.137.225,10 2,55%
GRANADA 278 3,09% 42.785.067,75 3,02%
GUADALAJARA 62 0,69% 14.069.869,69 0,99%
GUIPUZCOA 16 0,18% 3.558.127,71 0,25%
HUELVA 166 1,85% 24.107.396,40 1,70%
HUESCA 36 0,40% 3.961.578,10 0,28%
JAEN 108 1,20% 10.930.575,21 0,77%
LA CORUÑA 160 1,78% 17.052.226,52 1,20%
LA RIOJA 15 0,17% 1.524.632,40 0,11%,,,,
