Cartera de Préstamos Hipotecarios a fecha 19 03 2007,,,,
AMORTIZACIÓN DE LOS PRÉSTAMOS ASOCIADOS NO HIPOTECARIOS,,,,
AÑO AMORTIZACIÓN,Nº DE
PRESTAMOS,% Nº
PRESTAMOS,SALDO VIVO,% SALDO
VIVO
2016 1 0,05% 5.555,03 0,01%
2021 3 0,14% 31.614,87 0,06%
2022 1 0,05% 11.012,56 0,02%
2024 2 0,09% 37.306,45 0,07%
2025 3 0,14% 51.082,44 0,10%
2026 14 0,64% 271.855,77 0,55%
2027 4 0,18% 70.811,91 0,14%
2028 2 0,09% 42.106,80 0,08%
2029 5 0,23% 112.950,66 0,23%
2030 5 0,23% 77.646,37 0,16%
2031 49 2,23% 978.392,44 1,97%
2032 6 0,27% 125.048,28 0,25%
2033 15 0,68% 258.654,76 0,52%,,,,
