CORDOBA 28 1,28% 648.703,75 1,30%
CUENCA 9 0,41% 206.913,61 0,42%
GERONA 42 1,91% 1.085.423,09 2,18%
GRANADA 69 3,14% 1.516.515,45 3,05%
GUADALAJARA 4 0,18% 89.358,98 0,18%
HUELVA 31 1,41% 755.361,24 1,52%
HUESCA 16 0,73% 306.784,85 0,62%
JAEN 37 1,68% 680.654,37 1,37%
LA CORUÑA 41 1,87% 804.066,64 1,62%
LA RIOJA 1 0,05% 22.897,60 0,05%
LAS PALMAS 176 8,01% 4.320.168,56 8,68%
LEON 15 0,68% 302.246,38 0,61%
LERIDA 27 1,23% 641.882,37 1,29%
LUGO 14 0,64% 268.354,79 0,54%
MADRID 142 6,47% 3.883.974,73 7,80%
MALAGA 80 3,64% 2.034.034,83 4,09%
MURCIA 93 4,23% 2.013.215,00 4,05%
NAVARRA 16 0,73% 386.699,09 0,78%
ORENSE 19 0,87% 434.955,10 0,87%
PALENCIA 4 0,18% 61.199,18 0,12%
PONTEVEDRA 32 1,46% 716.362,66 1,44%
SALAMANCA 4 0,18% 73.891,40 0,15%
SANTA CRUZ DE T 64 2,91% 1.422.002,64 2,86%
SEGOVIA 4 0,18% 98.201,07 0,20%
SEVILLA 79 3,60% 1.719.494,91 3,46%
TARRAGONA 20 0,91% 467.751,65 0,94%
TENERIFE 46 2,09% 991.000,04 1,99%
TOLEDO 16 0,73% 319.064,32 0,64%
VALENCIA 115 5,24% 2.489.306,05 5,00%
VALLADOLID 17 0,77% 297.644,72 0,60%
VIZCAYA 19 0,87% 480.613,89 0,97%
ZAMORA 6 0,27% 106.591,47 0,21%
ZARAGOZA 34 1,55% 1.009.583,87 2,03%
TOTALES 2.196 100,00% 49.763.538,37 100,00%
