Elaborado con datos a 18/04/05,
,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAJAMAR 2
(División por Localización Geográfica de la Garantía)
,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
PROVINCIA SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
NUM PONDERADO PONDERADO PONDERADO POR
GARANTÍA EUROS ACTUAL % ACTUAL ACTUAL
POR SALDO POR SALDO SALDO ACTUAL
INICIAL (meses) ACTUAL (meses)
,ALBACETE 10 810.723,31 0,08 330 318 2,98 2,56 3,81
ALICANTE 252 23.675.219,89 2,22 297 286 3,02 2,56 4,17
ALMERIA 3.251 249.308.233,14 23,33 276 263 3,24 2,50 6,50
ASTURIAS 1 87.959,23 0,01 300 290 3,00 3,00 3,00
AVILA 1 178.255,68 0,02 360 355 2,30 2,30 2,30
BALEARES 5 424.677,14 0,04 275 264 3,32 2,78 4,00
BARCELONA 1.281 149.042.814,79 13,95 320 308 2,90 2,50 4,25
CACERES 1 50.636,44 0,00 180 135 3,75 3,75 3,75
CADIZ 170 12.202.707,47 1,14 294 282 3,09 2,56 4,44
CASTELLON 4 377.297,11 0,04 274 265 2,79 2,56 3,00
CEUTA 107 7.218.663,83 0,68 259 233 3,22 2,75 3,81
CORDOBA 6 377.242,52 0,04 278 259 2,98 2,75 3,75
GERONA 33 3.530.768,39 0,33 278 266 2,89 2,56 4,25
GRANADA 52 4.293.477,58 0,40 284 275 2,99 2,75 4,50
GUADALAJARA 6 602.051,77 0,06 328 316 2,90 2,66 3,81
GUIPUZCOA 1 146.799,88 0,01 301 291 2,66 2,66 2,66
HUELVA 4 386.608,86 0,04 260 250 2,85 2,75 3,50
HUESCA 1 75.295,33 0,01 180 171 3,25 3,25 3,25
JAEN 2 145.440,85 0,01 360 342 2,98 2,98 3,15
LAS PALMAS 1 85.795,51 0,01 360 342 3,05 3,05 3,05
LERIDA 1 70.330,13 0,01 240 231 2,90 2,90 2,90
LOGROÑO 1 165.506,05 0,02 360 350 2,66 2,66 2,66
MADRID 485 65.337.307,91 6,11 312 302 2,87 2,30 4,05
MALAGA 2.597 215.544.803,17 20,17 272 259 3,12 2,51 5,50
MELILLA 17 1.544.823,20 0,14 278 267 2,97 2,80 3,81
MURCIA 3.808 309.624.722,18 28,97 296 284 3,08 2,56 6,50
NAVARRA 1 57.717,78 0,01 240 227 2,75 2,75 2,75
ORENSE 1 117.503,72 0,01 300 290 2,85 2,85 2,85
SALAMANCA 2 210.815,06 0,02 360 353 3,60 3,25 3,75
SEGOVIA 7 706.879,01 0,07 248 229 2,92 2,55 3,61
SEVILLA 8 707.174,88 0,07 318 305 2,90 2,66 3,13
TARRAGONA 31 3.314.595,10 0,31 313 301 2,87 2,56 3,75
TOLEDO 28 3.899.864,67 0,36 342 331 2,84 2,56 3,25
VALENCIA 122 14.275.241,14 1,34 307 296 2,95 2,56 4,25
,TOTALES 12.298 1.068.597.952,72 100,00 291 279 3,08 2,30 6,50
87,
