Elab,,
,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAJAMAR 2
(División por Saldo Actual),
,,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
INICIAL RESIDUAL
SALDO ACTUAL SALDO PONDERADO Min. TIPO Máx. TIPO
SALDO ACTUAL EUROS NUM PONDERADO PONDERADO SALDO ACTUAL MEDIO
EUROS ACTUAL % POR SALDO ACTUAL ACTUAL
POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses),
,0,00 - 15.000,00 100 1.185.136,13 0,11 166 141 3,49 11.851,36 2,56 5,50
15.000,00 - 30.000,00 704 16.690.028,40 1,56 181 158 3,45 23.707,43 2,56 6,50
30.000,00 - 45.000,00 1182 44.920.771,81 4,20 201 180 3,32 38.004,04 2,56 5,75
45.000,00 - 60.000,00 1747 93.057.282,67 8,71 236 221 3,20 53.266,90 2,50 5,75
60.000,00 - 75.000,00 1864 126.392.477,59 11,83 268 255 3,18 67.807,12 2,50 5,50
75.000,00 - 90.000,00 1987 164.291.411,07 15,37 291 280 3,11 82.683,15 2,50 4,67
90.000,00 - 105.000,00 1384 134.699.955,04 12,61 303 292 3,08 97.326,56 2,56 4,50
105.000,00 - 120.000,00 1067 120.169.338,85 11,25 308 297 3,03 112.623,56 2,50 4,50
120.000,00 - 135.000,00 653 83.094.511,59 7,78 319 307 3,01 127.250,40 2,51 4,45
135.000,00 - 150.000,00 530 75.506.472,01 7,07 319 308 2,99 142.465,04 2,55 4,31
150.000,00 - 165.000,00 310 48.539.281,88 4,54 319 308 2,99 156.578,33 2,56 4,00
165.000,00 - 180.000,00 261 45.042.099,38 4,22 323 312 2,96 172.575,09 2,30 4,25
180.000,00 - 195.000,00 134 25.151.242,16 2,35 317 306 2,95 187.695,84 2,30 3,94
195.000,00 - 210.000,00 108 21.885.881,74 2,05 329 318 2,94 202.647,05 2,56 3,82
210.000,00 - 225.000,00 72 15.566.133,56 1,46 320 309 2,96 216.196,30 2,56 3,75
225.000,00 - 240.000,00 59 13.718.174,56 1,28 319 308 2,91 232.511,43 2,38 3,94
240.000,00 - 255.000,00 36 8.893.692,84 0,83 299 289 2,98 247.047,02 2,66 3,75
255.000,00 - 270.000,00 26 6.831.344,45 0,64 315 305 3,02 262.744,02 2,70 3,75
270.000,00 - 285.000,00 23 6.356.228,50 0,59 310 300 3,00 276.357,76 2,56 4,94
285.000,00 - 300.000,00 15 4.407.788,35 0,41 324 314 2,90 293.852,56 2,66 3,56
300.000,00 - 315.000,00 8 2.473.622,99 0,23 347 335 2,82 309.202,87 2,66 2,95
315.000,00 - 330.000,00 7 2.259.604,37 0,21 292 277 2,88 322.800,62 2,66 3,30
330.000,00 - 345.000,00 7 2.356.090,18 0,22 318 307 2,76 336.584,31 2,66 2,82
345.000,00 - 360.000,00 8 2.841.707,93 0,27 316 307 3,08 355.213,49 2,75 3,75
360.000,00 - 375.000,00 3 1.109.281,18 0,10 257 249 3,20 369.760,39 2,80 3,50
375.000,00 - 390.000,00 3 1.158.393,49 0,11 294 283 2,78 386.131,16 2,66 2,95,
,TOTALES 12.298 1 .068.597.952,72 100,00 291 279 3,08 86.892,01 2,30 6,50,
89,,
