Elaborado,
,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAJAMAR 2
(División por Antigüedad)
,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
SALDO INICIAL RESIDUAL
SALDO ACTUAL PONDERADO Min. TIPO Máx. TIPO
ANTIGÜEDAD MESES NUM ACTUAL PONDERADO PONDERADO POR
EUROS POR SALDO ACTUAL ACTUAL
% POR SALDO SALDO ACTUAL
ACTUAL
INICIAL (meses) (meses)
,0,00 - 15,00 9.953 899.426.301,54 84,17 293 283 3,05 2,30 5,75
15,00 - 30,00 1.577 133.229.595,72 12,47 288 270 3,17 2,56 5,42
30,00 - 45,00 236 13.576.042,15 1,27 254 217 3,41 2,61 4,25
45,00 - 60,00 325 15.208.494,19 1,42 236 188 3,56 2,56 5,75
60,00 - 75,00 88 3.438.775,72 0,32 215 149 3,61 2,83 4,50
75,00 - 90,00 57 1.875.676,27 0,18 217 136 3,74 2,88 4,50
90,00 - 105,00 44 1.437.959,76 0,13 209 115 3,70 2,66 4,50
105,00 - 120,00 11 232.405,31 0,02 188 76 4,64 3,50 6,50
120,00 - 135,00 6 156.366,87 0,01 220 97 4,15 3,75 4,75
135,00 - 150,00 1 16.335,19 0,00 181 35 3,75 3,75 3,75
,TOTALES 12.298 1.068.597.952,72 100,00 291 279 3,08 2,30 6,50
93,
