CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA 24
(División por Tipo de Referencia)

VENCIMIENTO
VENCIMIENTO INICIAL TIPO
RESIDUAL
SALDO ACTUAL SALDO PONDERADO POR DIFERENCIAL Min. TIPO Máx. TIPO
TIPO REFERENCIA NUM PONDERADO POR
EUROS ACTUAL % SALDO INICIAL PONDERADO POR ACTUAL ACTUAL
SALDO ACTUAL
(meses) SALDO ACTUAL
(meses)
TOTALES EURIBOR 6.352 486.534.182,04 92,48 306 279 0,94 2,44 6,10
0,00 - 0,49 4 279.470,81 0,06 298 262 0,38 2,44 4,00
0,50 - 0,99 3.036 254.296.081,25 52,27 298 269 0,70 2,60 4,25
1,00 - 1,49 2.657 206.571.766,99 42,46 314 290 1,13 2,95 5,95
1,50 - 1,99 268 15.384.339,14 3,16 301 277 1,56 3,60 5,95
2,00-2,49 203 5.610.657,60 1,15 343 331 2,16 3,50 6,00
2,50 - 2,99 183 4.296.678,04 0,88 346 334 2,53 3,90 6,00
4,00 - 4,49 1 95.188,21 0,02 300 274 4,00 6,10 6,10
TOTALES IRPH 403 31.121.345,97 5,92 352 337 0,40 3,07 5,95
0,00 - 0,49 235 19.364.858,80 62,22 351 334 0,22 3,07 5,95
0,50 - 0,99 84 10.230.924,02 32,87 356 342 0,61 3,50 5,95
1,00 - 1,49 78 1.422.709,80 4,57 352 340 1,20 4,45 5,95
1,50 - 1,99 6 102.853,35 0,33 325 312 1,83 5,95 5,95
TOTALES MIBOR 170 8.452.545,62 1,61 232 147 0,92 2,48 3,48
0,00 - 0,49 1 37.185,24 0,44 241 170 0,25 2,48 2,48
0,50 - 0,99 51 2.864.712,72 33,89 232 148 0,75 2,73 3,13
1,00 - 1,49 118 5.550.647,66 65,67 232 147 1,01 3,17 3,48
TOTALES 6.925 526.108.073,63 100,00 308 281 2,443 6,10

