CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA 24
(División por Ratio Saldo Actual/Tasación)

VENCIMIENTO
VENCIMIENTO RATIO SALDO ACTUAL/
RESIDUAL TIPO ACTUAL
RATIO SALDO SALDO ACTUAL SALDO INICIAL PONDERADO TASACION Min. TIPO Máx. TIPO
NUM PONDERADO POR PONDERADO POR
ACTUAL/TASACION EUROS ACTUAL % POR SALDO INICIAL PONDERADO POR ACTUAL ACTUAL
SALDO ACTUAL SALDO ACTUAL
(meses) SALDO ACTUAL
(meses)
0,00 - 9,99 198 3.183.417,63 0,61 306 282 4,52 6,16 2,72 6,00
10,00 - 19,99 522 15.710.612,51 2,99 306 285 4,90 16,93 2,67 6,00
20,00 - 29,99 322 13.742.516,32 2,61 225 186 3,43 25,42 2,60 5,95
30,00 - 39,99 459 24.401.682,99 4,64 246 210 3,40 35,45 2,48 5,95
40,00 - 49,99 589 37.367.433,90 7,10 263 229 3,36 45,31 2,60 5,75
50,00 - 59,99 794 59.128.604,11 11,24 282 251 3,40 55,30 2,44 5,09
60,00 - 69,99 1.173 92.792.234,64 17,64 292 262 3,44 65,43 2,60 4,92
70,00 - 79,99 2.542 246.383.329,37 46,83 334 311 3,60 76,18 2,60 4,77
80,00 - 89,99 243 24.520.294,10 4,66 332 304 3,62 83,25 2,67 6,10
90,00 - 99,99 83 8.877.948,06 1,69 340 310 3,65 93,89 2,72 4,10
TOTALES 6.925 526.108.073,63 100,00 308 281 3,57 64,97 2,443 6,10

