Cartera de préstamos con hipoteca inmobiliaria con rango de primera al día 05.11.2005
Clasificación por relación principal pendiente /Valor Tasación,,,
,Préstamos,Principal pendiente,
50,01 - 55,00,64 10,16,28.777.244,99 8,98,52,89
55,01 - 60,00,68 10,79,35.371.804,56 11,04,58,39
60,01 - 65,00,86 13,65,46.251.026,80 14,44,62,53
65,01 - 70,00,118 18,73,59.877.748,69 18,69,68,28
70,01 - 75,00,51 8,10,23.835.361,07 7,44,72,36
75,01 - 80,00,50 7,94,27.640.074,51 8,63,77,63
80,01 - 85,00,4 0,63,2.972.800,00 0,93,83,71
85,01 - 90,00,3 0,48,9.402.451,22 2,94,87,51
90,01 - 95,00,3 0,48,2.064.257,18 0,64,91,92
95,01 - 100,00,2 0,32,381.819,52 0,12,97,23
100,01 - 105,00,1 0,16,258.643,71 0,08,103,96
105,01 - 110,00,1 0,16,830.099,61 0,26,107,47
110,01 - 115,00,1 0,16,1.800.000,00 0,56,110,93
170,01 - 175,00,1 0,16,1.350.000,00 0,42,172,13
Total 630 100,00 318.780.894,42 100,00,,,
Media Ponderada: 60,03
Media Simple: 57,44
Mínimo: 3,52
Máximo: 172,13
*Relación Principal pendiente /V. Tasación son medias ponderadas por el principal pendiente.,,,
