Cartera de préstamos al día 05.11.2005
Clasificación por tipos de interés nominales mínimos aplicables,,,
Intervalo % Tipo Interés
mínimo,Préstamos
%,Principal pendiente
(euros) %,%Tipo*
interés mín.
2,00 - 2,49,1 0,04,446.586,15 0,08,2,25
2,50 - 2,99,29 1,28,16.423.031,29 2,95,2,82
3,00 - 3,49,162 7,14,95.955.791,68 17,21,3,18
3,50 - 3,99,390 17,18,166.368.840,74 29,85,3,66
4,00 - 4,49,286 12,60,102.375.774,39 18,37,4,08
4,50 - 4,99,155 6,83,40.005.936,68 7,18,4,56
5,00 - 5,49,80 3,52,5.773.656,48 1,04,5,06
5,50 - 5,99,96 4,23,5.744.572,82 1,03,5,51
6,00 - 6,49,6 0,26,406.644,35 0,07,6,00
6,50 - 6,99,3 0,13,41.569,06 0,01,6,50
Sin T.I.N. mínimo aplicable,1.075 45,98,147.100.776,64 22,22,-
Total 2.270 100,00 557.396.550,38 100,00,,,
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,,,
