Cartera de préstamos al día 05.11.2005
Clasificación por la fecha amortización final,,,
Año de Amortización Final,Préstamos
%,Principal pendiente
(euros) %,Vida total Residual *
Meses Fecha
Del 01/01/2008 al 31/12/2008,239 10,53,25.322.336,26 4,54,30,50 21/05/2008
Del 01/01/2009 al 31/12/2009,332 14,63,38.835.999,48 6,97,46,01 5/09/2009
Del 01/01/2010 al 31/12/2010,449 19,78,48.283.752,83 8,66,53,92 4/05/2010
Del 01/01/2011 al 31/12/2011,132 5,81,32.142.075,56 5,77,69,75 29/08/2011
Del 01/01/2012 al 31/12/2012,235 10,35,33.720.673,48 6,05,78,56 23/05/2012
Del 01/01/2013 al 31/12/2013,26 1,15,3.515.016,36 0,63,88,56 23/03/2013
Del 01/01/2014 al 31/12/2014,71 3,13,19.593.005,04 3,52,106,76 28/09/2014
Del 01/01/2015 al 31/12/2015,46 2,03,20.403.648,59 3,66,114,79 31/05/2015
Del 01/01/2016 al 31/12/2016,76 3,35,20.646.917,36 3,70,130,67 25/09/2016
Del 01/01/2017 al 31/12/2017,43 1,89,25.725.932,65 4,62,137,47 20/04/2017
Del 01/01/2018 al 31/12/2018,4 0,18,7.970.987,12 1,43,156,29 14/11/2018
Del 01/01/2019 al 31/12/2019,84 3,70,31.230.288,99 5,60,167,46 20/10/2019
Del 01/01/2020 al 31/12/2020,79 3,48,34.871.766,64 6,26,172,85 1/04/2020
Del 01/01/2021 al 31/12/2021,3 0,13,1.368.385,26 0,25,190,41 17/09/2021
Del 01/01/2022 al 31/12/2022,2 0,09,768.081,79 0,14,202,14 10/09/2022
Del 01/01/2023 al 31/12/2023,3 0,13,3.620.681,65 0,65,212,77 30/07/2023
Del 01/01/2024 al 31/12/2024,24 1,06,8.866.065,21 1,59,227,37 17/10/2024
Del 01/01/2025 al 31/12/2025,29 1,28,8.221.514,20 1,47,232,77 30/03/2025
Del 01/01/2026 al 31/12/2026,1 0,04,151.360,21 0,03,250,81 30/09/2026
Del 01/01/2027 al 31/12/2027,3 0,13,2.319.804,84 0,42,258,81 1/06/2027
Del 01/01/2029 al 31/12/2029,22 0,97,4.161.242,19 0,75,288,19 11/11/2029
Del 01/01/2030 al 31/12/2030,23 1,01,5.832.196,45 1,05,293,41 19/04/2030
Del 01/01/2031 al 31/12/2031,2 0,09,235.000,00 0,04,310,79 30/09/2031
Del 01/01/2034 al 31/12/2034,3 0,13,1.203.627,56 0,22,348,61 24/11/2034
Del 01/01/2035 al 31/12/2035,5 0,22,2.702.199,59 0,48,352,25 15/03/2035
Total 2.270 100,00 557.396.550,38 100,00,,,
Media ponderada: 82,38 16/09/2012
Media simple: 74,94 3/02/2012
Mínimo: 2,27 13/01/2006
Máximo: 355,78 30/06/2035
*Vida residual (meses y fecha) son medias ponderadas por el principal pendiente.,,,
