Distribución por Saldo Vivo
Saldo Vivo Numero de % sobre el total Saldo % sobre Balance LTV Tipo de Interés Vida Residual
(Millones de Euros) Prestamos préstamos Vivo total Medio ponderado medio ponderado Media ponderada

0 a 50.000 6 14 6,47% 24.360.669,49 1,84% 82,56% 3,45% 234,1
50.001 a 100.000 2 .428 25,60% 182.364.489,20 13,79% 83,74% 3,38% 274,9
100.001 a 150.000 2 .501 26,37% 313.114.801,86 23,68% 86,99% 3,25% 319,5
150.001 a 200.000 2 .391 25,21% 415.523.438,53 31,43% 90,37% 3,16% 340,8
200.001 a 300.000 1 .366 14,40% 316.104.874,95 23,91% 91,63% 3,10% 348,0
300.001 a 400.000 1 40 1,48% 47.690.861,19 3,61% 89,77% 3,09% 338,1
400.001 a 500.000 2 6 0,27% 11.212.547,81 0,85% 90,64% 3,08% 339,3
500.001 a 750.000 1 8 0,19% 11.001.145,05 0,83% 82,70% 2,97% 324,6
750.001 a 1.000.000 1 0,01% 761.617,44 0,06% 77,07% 2,60% 346,0

Totales 9 .485 100,00% 1.322.134.445,52 100,00% 88,72% 3,20% 326,16
