Cartera de préstamos hipotecarios al día 13.06.2013
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos hipotecarios
%,Principal pendiente
(euros) %
01.01.1994 a 30.06.1994,2 0,03,74.848,20 0,01
01.01.1995 a 30.06.1995,2 0,03,51.899,01 0,01
01.07.1996 a 31.12.1996,4 0,05,185.606,00 0,03
01.01.1997 a 30.06.1997,1 0,01,25.052,15 0,00
01.07.1997 a 31.12.1997,11 0,14,257.074,09 0,04
01.01.1998 a 30.06.1998,11 0,14,232.956,91 0,04
01.07.1998 a 31.12.1998,33 0,42,769.148,82 0,13
01.01.1999 a 30.06.1999,28 0,36,829.477,21 0,14
01.07.1999 a 31.12.1999,27 0,34,852.568,40 0,14
01.01.2000 a 30.06.2000,43 0,55,1.375.052,44 0,23
01.07.2000 a 31.12.2000,46 0,58,1.474.934,69 0,25
01.01.2001 a 30.06.2001,53 0,67,1.708.910,21 0,28
