Cartera de préstamos hipotecarios al día 13.06.2013
Clasificación por relación principal pendiente / Valor Tasación,,,
Intervalos Relación,Préstamos hipotecarios,Principal pendiente,(%) Principal
pendiente/
V. Tasación *
,%,(euros) %,
0,01 - 5,00,14 0,18,201.104,51 0,03,4,44
5,01 - 10,00,131 1,66,2.663.493,97 0,44,8,22
10,01 - 15,00,306 3,89,7.755.575,80 1,29,12,83
15,01 - 20,00,421 5,35,12.618.788,85 2,10,17,61
20,01 - 25,00,448 5,69,17.965.269,85 2,99,22,66
25,01 - 30,00,517 6,57,23.294.583,36 3,87,27,59
30,01 - 35,00,534 6,78,29.967.014,15 4,98,32,46
35,01 - 40,00,552 7,01,34.516.500,15 5,74,37,61
40,01 - 45,00,631 8,01,43.819.906,27 7,29,42,54
45,01 - 50,00,616 7,82,49.734.764,91 8,27,47,56
50,01 - 55,00,611 7,76,51.192.094,56 8,52,52,60
55,01 - 60,00,675 8,57,62.837.079,24 10,45,57,65
60,01 - 65,00,715 9,08,69.315.631,45 11,53,62,59
65,01 - 70,00,676 8,59,73.539.057,08 12,23,67,51
70,01 - 75,00,723 9,18,82.224.419,95 13,68,72,47
75,01 - 80,00,271 3,44,35.473.453,90 5,90,76,38
80,01 - 85,00,17 0,22,1.921.612,35 0,32,82,79
85,01 - 90,00,13 0,17,1.751.740,08 0,29,88,27
90,01 - 95,00,1 0,01,195.185,20 0,03,91,06
95,01 - 100,00,1 0,01,184.407,11 0,03,95,18
To ta l 7.873 100,00 601.171.682,74 100,00,,,
Media Pondera da: 54,11 %
Media Simple: 46,74 %
Mínimo: 2,01 %
Máximo: 95,18 %
*Relación Pri ncip al pendiente / V. Tasación s on medias ponderadas por el princi pal pendien te.,,,
