Cartera de préstamos hipotecarios al día 13.06.2013
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
%,Principal pendiente
( euros) %
Andalucía,1.962 24,92,189.397.177,50 31,50
Asturias,2.494 31,68,171.412.747,17 28,51
Baleares,3 0,04,218.603,95 0,04
Cantabria,2 0,03,48.240,14 0,01
Cataluña,3 0,04,312.811,50 0,05
País Vasco,1 0,01,75.260,52 0,01
Extremadura,1 0,01,37.564,22 0,01
Galicia,20 0,25,1.566.724,63 0,26
Castilla-León,6 0,08,585.656,97 0,10
Madrid,93 1,18,11.066.910,06 1,84
Castilla La Mancha,3.048 38,71,210.384.892,45 35,00
Murcia,170 2,16,11.043.405,12 1,84
Navarra,1 0,01,97.810,75 0,02
Comunidad Valenciana,69 0,88,4.923.877,76 0,82
Total 7.873 100,00 601.171.682,74 100,00,,
