RELACIÓN ENTRE SALDO VIVO Y VALOR DE TASACIÓN
Intervalo Saldos vivos Préstamos
(%) (miles de euros) % nº %
0,01 - 39,99 86.646,45 8,25 1.433 15,84
40,00 - 44,99 49.158,92 4,68 467 5,16
45,00 - 49,99 59.936,97 5,71 511 5,65
50,00 - 54,99 78.488,79 7,48 586 6,47
55,00 - 59,99 93.212,12 8,88 680 7,51
60,00 - 64,99 91.723,77 8,74 663 7,33
65,00 - 69,99 114.016,61 10,86 803 8,87
70,00 - 74,99 113.773,39 10,84 899 9,94
75,00 - 79,99 344.876,08 32,87 2.844 31,44
80,00 - 80,00 17.179,60 1,63 158 1,74
Totales: 1.049.012.750,75 100,00 9.044 100,00
