Intervalo Saldos vivos Préstamos
(miles de euros) % nº %
30/04/1991 - 31/12/1999 5.475,17 0,52 191 2,11
1/01/2000 - 30/06/2000 1.908,46 0,18 53 0,58
1/07/2000 - 31/12/2000 2.462,94 0,23 56 0,61
1/01/2001 - 30/06/2001 4.042,34 0,38 83 0,91
1/07/2001 - 31/12/2001 5.070,32 0,48 105 1,16
1/01/2002 - 30/06/2002 7.261,09 0,69 125 1,38
1/07/2002 - 31/12/2002 6.654,35 0,63 115 1,27
1/01/2003 - 30/06/2003 17.470,66 1,66 222 2,45
1/07/2003 - 31/12/2003 49.769,91 4,74 495 5,47
1/01/2004 - 30/06/2004 376.872,34 35,92 3.157 34,90
1/07/2004 - 30/11/2004 572.025,12 54,52 4.442 49,11
Totales: 1.049.012.750,75 100,00 9.044 100,00
