,laborado con datos a 07/06/2007
,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAM 9
(División por Tipo de Interés Actual)
,
,VENCIMIENTO VENCIMIENTO
SALDO INICIAL RESIDUAL TIPO ACTUAL
TIPO DE INTERÉS SALDO ACTUAL Min. TIPO Máx. TIPO
NUM ACTUAL PONDERADO PONDERADO PONDERADO POR SALDO
ACTUAL EUROS ACTUAL ACTUAL
% POR SALDO POR SALDO ACTUAL
INICIAL (meses) ACTUAL (meses)
,2,50 - 3,00 1 4 0.164,70 0 173 131 2,660 2,659 2,659
3,00 - 3,50 4 9 7 .513.872,09 0,34 351 337 3,330 3,000 3,471
3,50 - 4,00 1 99 3 0.847.961,55 1,39 358 336 3,860 3,500 3,989
4,00 - 4,50 2 .298 3 36.111.582,20 15,13 356 336 4,310 4,000 4,499
4,50 - 5,00 7 .605 1 .045.417.928,92 47,05 358 343 4,760 4,500 4,999
5,00 - 5,50 5 .836 7 16.325.501,78 32,24 365 351 5,160 5,000 5,494
5,50 - 6,00 7 13 8 3.874.360,80 3,77 379 366 5,590 5,500 5,921
6,00 - 6,50 2 1 2 .006.469,69 0,09 341 328 6,060 6,000 6,414
,TOTALES 16.722 2.222.137.841,73 100 361 345 4,830 2,659 6,414
73,
