Cartera de préstamos hipotecarios al día 05.02.2009
Clasificación por la fecha amortización final,,,
Año de Amortización Final,Préstamos
hipotecarios
%,Principal pendiente
(euros) %,Vida Residual mp*
Meses Fecha
2009,2 0,01,4.944,08 0,00,8,11 10/10/2009
2010,11 0,04,230.962,33 0,01,19,21 13/09/2010
2011,45 0,17,886.451,82 0,03,29,91 4/08/2011
2012,86 0,33,2.301.299,87 0,09,41,17 12/07/2012
2013,113 0,44,3.619.327,73 0,14,52,96 6/07/2013
2014,173 0,67,5.384.701,42 0,21,65,32 17/07/2014
2015,266 1,02,9.396.728,16 0,37,77,42 21/07/2015
2016,367 1,41,14.087.040,27 0,55,88,94 5/07/2016
2017,442 1,70,18.427.029,30 0,72,101,08 10/07/2017
2018,466 1,80,22.671.009,11 0,88,112,41 20/06/2018
2019,417 1,61,19.839.904,89 0,77,125,11 11/07/2019
2020,586 2,26,30.689.734,70 1,20,136,93 5/07/2020
2021,741 2,85,41.093.455,17 1,60,149,34 18/07/2021
2022,881 3,39,56.520.010,54 2,20,160,87 4/07/2022
2023,889 3,42,63.521.985,75 2,47,171,93 5/06/2023
2024,574 2,21,39.657.976,04 1,54,185,20 13/07/2024
2025,817 3,15,58.131.413,26 2,26,197,24 15/07/2025
2026,1.040 4,01,81.031.610,24 3,16,209,31 17/07/2026
2027,1.229 4,73,99.546.417,78 3,88,221,17 13/07/2027
2028,1.368 5,27,122.848.661,21 4,78,231,91 4/06/2028
2029,760 2,93,66.446.754,32 2,59,245,51 23/07/2029
2030,1.018 3,92,93.259.493,51 3,63,257,14 12/07/2030
2031,1.150 4,43,111.159.070,60 4,33,269,16 13/07/2031
2032,1.325 5,10,136.639.413,29 5,32,280,99 7/07/2032
2033,1.164 4,48,132.145.832,05 5,15,291,55 24/05/2033
2034,634 2,44,71.088.822,49 2,77,305,86 3/08/2034
2035,1.066 4,11,124.104.508,18 4,83,317,18 13/07/2035
2036,1.505 5,80,176.410.372,88 6,87,329,26 15/07/2036
2037,2.207 8,50,286.764.797,03 11,17,340,77 30/06/2037
2038,1.668 6,43,219.835.978,14 8,56,350,72 29/04/2038
2039,61 0,23,8.811.864,43 0,34,364,32 17/06/2039
2040,107 0,41,16.861.767,79 0,66,378,25 14/08/2040
2041,327 1,26,49.051.183,70 1,91,389,80 1/08/2041
2042,897 3,46,137.381.697,42 5,35,400,97 6/07/2042
2043,819 3,16,123.051.031,06 4,79,410,95 6/05/2043
2044,24 0,09,3.526.689,27 0,14,423,44 20/05/2044
2045,28 0,11,4.235.750,73 0,16,438,22 13/08/2045
2046,101 0,39,18.601.956,58 0,72,450,07 9/08/2046
2047,260 1,00,42.624.855,12 1,66,461,42 21/07/2047
2048,321 1,24,55.472.765,38 2,16,471,10 10/05/2048
2049,3 0,01,807.436,04 0,03,483,65 27/05/2049
Total 25.958 100,00 2.568.172.703,68 100,00,,,
Media ponderada: 295,77 30/09/2033
Media simple: 263,71 28/01/2031
Mínimo: 0,66 25/02/2009
Máximo: 485,55 24/07/2049
* Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el principal pendiente de
los préstamos hipotecarios que tienen el vencimiento final en el año correspondiente.,,,
