CARTERA OPERACIONES DE DIA 26 DE ENERO DE 2016
CLASIFICACIÓN POR TIPO DE INTERÉS MÁXIMO
Intervalo Operaciones %Operaciones Importe %Importe
Sin cap 149.668 99,82% 14.381.667.901,76 99,77%
2-3 17 0,01% 2.680.071,44 0,02%
3-4 4 0,00% 636.076,83 0,00%
4-5 13 0,01% 1.514.167,91 0,01%
5-6 7 0,00% 1.182.146,19 0,01%
6-7 1 0,00% 268.560,38 0,00%
7-8 9 0,01% 635.252,38 0,00%
8-9 144 0,10% 19.063.807,75 0,13%
9-10 56 0,04% 5.672.611,04 0,04%
10-11 9 0,01% 363.438,36 0,00%
11-12 1 0,00% 263.843,77 0,00%
14-15 2 0,00% 566.013,13 0,00%
20-21 1 0,00% 108.070,93 0,00%
Total general 149.932 100,00% 14.414.621.961,87 100,00%
