CARTERA OPERACIONES DE DIA 26 DE ENERO DE 2016
CLASIFICACIÓN POR VENCIMIENTOS DE CARENCIA DE PRINCIPAL
Año Operaciones %Operaciones Importe %Importe
Sin carencia 147.252 98,21% 13.978.620.703,51 96,98%
2016 1.861 1,24% 302.809.161,50 2,10%
2017 524 0,35% 92.159.230,41 0,64%
2018 115 0,08% 19.091.419,40 0,13%
2019 64 0,04% 9.119.965,51 0,06%
2020 95 0,06% 8.514.242,55 0,06%
2021 11 0,01% 1.894.177,76 0,01%
2022 5 0,00% 1.259.184,40 0,01%
2023 3 0,00% 622.229,18 0,00%
2025 2 0,00% 531.647,65 0,00%
Total general 149.932 100,00% 14.414.621.961,87 100,00%
Mínimo 01/02/2016
Máximo 01/08/2025
Ponderado 27/11/2016
