CARTERA OPERACIONES DE DIA 26 DE ENERO DE 2016
CLASIFICACIÓN POR PROVINCIA DEL DEUDOR
Comunidad Autónoma Operaciones %Operaciones Importe %Importe
Albacete 991 0,66% 88.344.265,29 0,61%
Alicante/Alacant 3.849 2,57% 299.957.856,81 2,08%
Almería 1.667 1,11% 129.780.433,31 0,90%
Araba/Álava 674 0,45% 88.414.427,22 0,61%
Ávila 577 0,38% 49.422.065,41 0,34%
Badajoz 1.184 0,79% 85.763.641,32 0,59%
Balears (Illes) 6.465 4,31% 674.801.082,53 4,68%
Barcelona 27.702 18,48% 2.966.113.463,47 20,58%
Burgos 774 0,52% 69.584.718,30 0,48%
Cáceres 527 0,35% 36.476.104,89 0,25%
Cádiz 2.948 1,97% 201.760.414,05 1,40%
Castellón/Castelló 923 0,62% 85.133.050,93 0,59%
Ciudad Real 1.313 0,88% 99.512.108,54 0,69%
Córdoba 2.692 1,80% 206.641.515,85 1,43%
Coruña (A) 1.155 0,77% 89.238.516,20 0,62%
Cuenca 241 0,16% 22.877.298,60 0,16%
Girona 2.823 1,88% 293.092.202,83 2,03%
Granada 2.882 1,92% 217.451.534,96 1,51%
Guadalajara 1.946 1,30% 191.326.137,43 1,33%
Gipuzkoa 1.217 0,81% 169.705.994,32 1,18%
Melilla 29 0,02% 2.372.714,51 0,02%
Huelva 1.925 1,28% 145.513.184,86 1,01%
Huesca 272 0,18% 22.070.098,08 0,15%
Jaén 1.372 0,92% 90.366.274,48 0,63%
León 804 0,54% 55.096.547,62 0,38%
Lleida 2.862 1,91% 261.335.476,30 1,81%
Rioja (La) 604 0,40% 55.422.275,31 0,38%
Lugo 349 0,23% 21.989.415,53 0,15%
Madrid 26.885 17,93% 2.906.092.109,13 20,16%
Málaga 2.722 1,82% 252.257.730,90 1,75%
Murcia 5.328 3,55% 416.771.806,37 2,89%
Navarra 2.284 1,52% 211.341.029,71 1,47%
Ourense 247 0,16% 21.537.572,80 0,15%
Asturias 1.418 0,95% 143.970.752,56 1,00%
Palencia 196 0,13% 17.914.130,95 0,12%
Palmas (Las) 2.908 1,94% 279.194.522,53 1,94%
Pontevedra 1.645 1,10% 142.473.637,25 0,99%
Salamanca 427 0,28% 33.009.100,16 0,23%
Santa Cruz de Tenerife 2.520 1,68% 234.784.476,92 1,63%
Cantabria 1.787 1,19% 155.923.492,25 1,08%
Segovia 305 0,20% 28.786.011,69 0,20%
Sevilla 7.047 4,70% 608.535.374,32 4,22%
Soria 110 0,07% 10.080.582,38 0,07%
Tarragona 6.500 4,34% 537.119.933,24 3,73%
Teruel 100 0,07% 8.559.146,79 0,06%
Toledo 3.562 2,38% 331.609.460,46 2,30%
Valencia/València 6.249 4,17% 586.553.619,54 4,07%
Valladolid 1.337 0,89% 122.546.798,86 0,85%
Bizkaia 2.779 1,85% 341.825.317,79 2,37%
Zamora 79 0,05% 5.225.734,64 0,04%
Zaragoza 2.650 1,77% 292.788.126,02 2,03%
Ceuta 80 0,05% 6.158.675,66 0,04%
Total general 149.932 100,00% 14.414.621.961,87 100,00%
