CARTERA OPERACIONES DE DÍA 26 DE ENERO DE 2016
CLASIFICACIÓN POR CONCENTRACIÓN DE DEUDOR,
Deudor Operaciones %Operaciones Importe %Importe,
Deudor 1 1 0,00% 2.681.544,85 0,02%
Deudor 2 1 0,00% 2.081.634,32 0,01%
Deudor 3 2 0,00% 2.053.506,16 0,01%
Deudor 4 21 0,01% 1.858.578,93 0,01%
Deudor 5 1 0,00% 1.593.020,49 0,01%
Deudor 6 1 0,00% 1.552.190,22 0,01%
Deudor 7 1 0,00% 1.500.377,34 0,01%
Deudor 8 1 0,00% 1.466.452,99 0,01%
Deudor 9 1 0,00% 1.392.683,27 0,01%
Deudor 10 1 0,00% 1.308.793,94 0,01%
Deudor 11 3 0,00% 1.280.755,34 0,01%
Deudor 12 2 0,00% 1.271.534,30 0,01%
Deudor 13 1 0,00% 1.213.369,27 0,01%
Deudor 14 1 0,00% 1.213.316,81 0,01%
Deudor 15 2 0,00% 1.190.473,33 0,01%
Deudor 16 1 0,00% 1.175.476,31 0,01%
Deudor 17 1 0,00% 1.171.983,89 0,01%
Deudor 18 1 0,00% 1.152.369,31 0,01%
Deudor 19 2 0,00% 1.127.412,53 0,01%
Deudor 20 1 0,00% 1.122.584,85 0,01%
Total 46 0,03% 29.408.058,45 0,20%
Resto deudores 149.886 99,97% 14.385.213.903,42 99,80%,
Total general 149.932 100,00% 14.414.621.961,87 100,00%,
,
