Cartera de préstamos hipotecarios al día 28.10.2006
Clasificación por fecha de vencimiento final,,,
Año de vencimiento final,Préstamos
%,Principal pendiente
(euros) %,Vida residual *
mp
Meses Fecha
2028,194 1,59,18.609.262,64 1,13,260,03 29/06/2028
2029,202 1,66,19.792.220,23 1,20,271,99 28/06/2029
2030,927 7,60,108.994.345,62 6,62,286,26 5/09/2030
2031,722 5,92,99.041.516,64 6,01,292,86 25/03/2031
2032,184 1,51,14.693.168,16 0,89,308,47 12/07/2032
2033,288 2,36,34.520.646,21 2,10,320,95 27/07/2033
2034,339 2,78,47.831.506,03 2,90,331,75 21/06/2034
2035,1.682 13,79,262.821.693,01 15,96,346,09 31/08/2035
2036,1.223 10,03,204.972.765,68 12,45,352,58 16/03/2036
2037,46 0,38,5.674.714,50 0,34,369,02 29/07/2037
2038,132 1,08,20.947.967,03 1,27,381,29 7/08/2038
2039,153 1,25,24.894.653,86 1,51,391,57 15/06/2039
2040,1.157 9,49,223.508.869,98 13,57,406,19 2/09/2040
2041,974 7,98,197.241.686,40 11,98,412,50 13/03/2041
2042,3 0,02,618.443,83 0,04,425,31 7/04/2042
2043,4 0,03,704.332,17 0,04,438,38 10/05/2043
2044,3 0,02,790.093,09 0,05,449,63 17/04/2044
2045,4 0,03,875.793,04 0,05,464,84 24/07/2045
2046,154 1,26,32.995.359,71 2,00,473,52 14/04/2046
Total 12.198 100,00 1.646.990.741,12 100,00,,,
Media ponderada: 326,94 25/01/2034
Media simple: 299,43 11/10/2031
Mínimo: 11,96 27/10/2007
Máximo: 475,76 21/06/2046
*Vida residual (meses y fecha equivalente) son medias ponderadas por el principal pendiente.,,,
