Cartera de préstamos hipotecarios al día 28.10.2006
Clasificación por principal pendiente de vencer,,
Intervalo de principal pendiente
(en euros),Préstamos
Nº. %,Principal pendiente
(euros) %
0,00 - 19.999,99,552 4,53,8.963.671,52 0,54
20.000,00 - 39.999,99,1.647 13,50,49.155.883,87 2,98
40.000,00 - 59.999,99,1.126 9,23,56.983.445,80 3,46
60.000,00 - 79.999,99,935 7,67,65.888.994,18 4,00
80.000,00 - 99.999,99,1.096 8,99,99.241.636,71 6,03
100.000,00 - 119.999,99,1.054 8,64,117.271.974,72 7,12
120.000,00 - 139.999,99,903 7,40,117.680.089,60 7,15
140.000,00 - 159.999,99,880 7,21,131.776.173,11 8,00
160.000,00 - 179.999,99,864 7,08,147.708.952,36 8,97
180.000,00 - 199.999,99,656 5,38,124.830.567,03 7,58
200.000,00 - 219.999,99,519 4,25,108.926.416,80 6,61
220.000,00 - 239.999,99,453 3,71,104.382.554,84 6,34
240.000,00 - 259.999,99,307 2,52,76.537.894,87 4,65
260.000,00 - 279.999,99,238 1,95,64.216.463,69 3,90
280.000,00 - 299.999,99,227 1,86,65.849.017,52 4,00
300.000,00 - 319.999,99,120 0,98,37.242.005,88 2,26
320.000,00 - 339.999,99,104 0,85,34.207.386,42 2,08
340.000,00 - 359.999,99,109 0,89,38.087.682,30 2,31
360.000,00 - 379.999,99,54 0,44,19.932.665,14 1,21
380.000,00 -- 399.999,99,62 0,51,24.230.495,95 1,47
400.000,00 -- 419.999,99,57 0,47,23.377.776,75 1,42
420.000,00 - 439.999,99,28 0,23,12.007.787,03 0,73
440.000,00 - 459.999,99,35 0,29,15.693.589,41 0,95
460.000,00 - 479.999,99,29 0,24,13.595.198,45 0,83
480.000,00 - 499.999,99,28 0,23,13.736.839,28 0,83
500.000,00 - 519.999,99,11 0,09,5.609.576,12 0,34
520.000,00 - 539.999,99,12 0,10,6.357.978,07 0,39
540.000,00 - 559.999,99,10 0,08,5.457.460,22 0,33
560.000,00 - 579.999,99,11 0,09,6.289.136,41 0,38
580.000,00 - 599.999,99,14 0,11,8.251.398,39 0,50
600.000,00 - 619.999,99,3 0,02,1.809.750,00 0,11
620.000,00 - 639.999,99,6 0,05,3.770.010,86 0,23
640.000,00 - 659.999,99,5 0,04,3.221.105,35 0,20
660.000,00 - 679.999,99,4 0,03,2.666.217,66 0,16
680.000,00 - 699.999,99,4 0,03,2.762.502,05 0,17
700.000,00 - 719.999,99,4 0,03,2.842.832,31 0,17
720.000,00 - 739.999,99,4 0,03,2.918.518,12 0,18
740.000,00 - 759.999,99,2 0,02,1.500.523,59 0,09
760.000,00 - 779.999,99,6 0,05,4.607.451,16 0,28
780.000,00 - 799.999,99,4 0,03,3.139.310,61 0,19
800.000,00 - 819.999,99,1 0,01,800.000,00 0,05
820.000,00 - 839.999,99,1 0,01,825.000,00 0,05
840.000,00 - 859.999,99,1 0,01,841.000,00 0,05
860.000,00 - 879.999,99,2 0,02,1.728.532,06 0,10
880.000,00 - 899.999,99,1 0,01,888.473,69 0,05
900.000,00 - 919.999,99,1 0,01,919.999,19 0,06
920.000,00 - 939.999,99,1 0,01,938.738,95 0,06
960.000,00 - 979.999,99,1 0,01,965.113,80 0,06
980.000,00 - 999.999,99,2 0,02,1.985.675,40 0,12
1.040.000,00 - 1.059.999,99,1 0,01,1.047.347,84 0,06
1.060.000,00 - 1.079.999,99,1 0,01,1.064.341,46 0,06
1.080.000,00 - 1.099.999,99,1 0,01,1.087.033,50 0,07
1.160.000,00 - 1.179.999,99,1 0,01,1.170.551,08 0,07
Total 12.198 100,00 1.646.990.741,12 100,00,,
P rincip a l medio : 135.021,38
Principal mínimo: 5.700,47
Principal máximo: 1.170.551,08,,
