Cartera de préstamos hipotecarios al día 28.10.2006
Clasificación por Comunidades Autónomas,,
Comunidades Autónomas,Préstamos
%,Principal pendiente
(euros) %
Andalucía,1.411 11,57,169.054.494,28 10,26
Aragón,253 2,07,35.970.376,18 2,18
Asturias,219 1,80,22.146.515,73 1,34
Baleares,306 2,51,41.860.783,55 2,54
Canarias,646 5,30,78.173.096,81 4,75
Cantabria,315 2,58,36.334.546,19 2,21
Cataluña,2.026 16,61,302.184.241,80 18,35
País Vasco,824 6,76,124.217.008,49 7,54
Extremadura,72 0,59,7.686.716,14 0,47
Galicia,268 2,20,24.906.567,62 1,51
Castilla-León,434 3,56,51.761.115,27 3,14
Madrid,3.202 26,25,519.825.833,61 31,56
Castilla La Mancha,317 2,60,36.067.924,02 2,19
Melilla,1 0,01,12.212,78 0,00
Murcia,228 1,87,23.382.976,97 1,42
Navarra,27 0,22,4.077.685,55 0,25
La Rioja,42 0,34,4.973.663,50 0,30
Comunidad Valenciana,1.607 13,17,164.354.982,63 9,98
Total,12.198 100,00,1.646.990.741,12 100,00
