Cartera de préstamos hipotecarios al día 24.03.2010
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos hipotecarios
Nº. %,Principal pendiente
(euros) %
01/01/2003 a 30/06/2003,6 0,07,888.480,60 0,06
01/07/2003 a 31/12/2003,11 0,13,1.676.683,79 0,11
01/01/2004 a 30/06/2004,25 0,29,4.129.820,12 0,28
01/07/2004 a 31/12/2004,38 0,44,6.073.518,47 0,41
01/01/2005 a 30/06/2005,43 0,50,7.346.722,93 0,49
01/07/2005 a 31/12/2005,64 0,74,11.461.585,11 0,77
01/01/2006 a 30/06/2006,70 0,81,13.861.245,81 0,93
01/07/2006 a 31/12/2006,75 0,87,14.279.748,43 0,96
01/01/2007 a 30/06/2007,174 2,01,37.219.482,33 2,50
01/07/2007 a 31/12/2007,112 1,29,21.489.599,87 1,44
01/01/2008 a 30/06/2008,638 7,36,107.322.825,43 7,20
01/07/2008 a 31/12/2008,2.188 25,24,363.348.744,98 24,38
01/01/2009 a 30/06/2009,1.983 22,88,334.292.689,89 22,43
01/07/2009 a 31/12/2009,3.227 37,23,564.571.968,99 37,88
Total 8.668 100,00 1.490.294.653,67 100,00,,
14,13 Meses Antigüedad media po nd erada
147,75 Meses Antigüedad máxima
2,73 Meses Antigüedad mínima,,
