Elaborado con datos a 11/12/2008,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN MADRID RESIDENCIAL I, FTA
(División por Tipo de Interés Actual)
,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
TIPO DE INTERÉS SALDO ACTUAL SALDO ACTUAL Min. TIPO Máx. TIPO
NUM PONDERADO POR PONDERADO POR PONDERADO POR
ACTUAL EUROS % ACTUAL ACTUAL
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL
(meses) (meses)
,2,50 - 3,00 1 128.374,92 0,01 300 264 2,75 2,750 2,750
3,50 - 4,00 9 2.024.776,00 0,22 342 309 3,53 3,500 3,750
4,00 - 4,50 2 392.613,32 0,04 360 330 4,25 4,250 4,250
4,50 - 5,00 165 29.571.571,51 3,26 377 362 4,74 4,500 4,999
5,00 - 5,50 527 113.622.702,69 12,52 406 386 5,34 5,000 5,498
5,50 - 6,00 1.935 417.086.816,65 45,95 404 385 5,81 5,500 5,998
6,00 - 6,50 1.144 208.230.440,88 22,94 360 334 6,22 6,000 6,498
6,50 - 7,00 615 108.352.088,54 11,94 358 329 6,69 6,500 6,998
7,00 - 7,50 161 28.328.188,28 3,12 357 333 7,23 7,000 7,450
,TOTALES 4.559 907.737.572,79 100,00 386 364 5,96 2,750 7,450
64,
