Elaborado con datos a 11/12/2008,,
,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN MADRID RESIDENCIAL I, FTA
(División por Localización Geográfica de la Garantía),
,,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
SALDO Min. TIPO Máx. TIPO
PROVINCIA NUM SALDO ACTUAL EUROS PONDERADO POR PONDERADO POR PONDERADO POR
ACTUAL % ACTUAL ACTUAL
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL
(meses) (meses),
,A CORUÑA 61 9.160.432,95 1,01 397 372 5,86 4,750 6,861
ALAVA 4 1.119.625,60 0,12 425 397 5,68 5,444 5,834
ALBACETE 26 4.071.340,90 0,45 372 350 6,07 5,220 7,000
ALICANTE 107 16.665.794,33 1,84 358 336 6,07 4,750 7,393
ALMERIA 21 3.786.574,49 0,42 356 333 6,18 5,623 6,960
ASTURIAS 63 9.593.743,17 1,06 368 351 5,76 4,500 6,634
AVILA 18 2.886.432,02 0,32 360 344 6,05 4,750 7,375
BADAJOZ 20 2.412.359,21 0,27 390 372 6,06 5,494 7,250
BALEARES 69 12.918.080,90 1,42 358 333 6,05 4,500 7,125
BARCELONA 353 79.082.336,88 8,71 363 338 6,00 4,750 7,384
BURGOS 12 1.973.428,60 0,22 359 335 5,85 5,207 7,393
CACERES 23 2.992.783,27 0,33 365 352 5,72 4,750 6,993
CADIZ 42 7.776.793,32 0,86 374 352 5,97 5,320 7,393
CANTABRIA 43 7.219.238,73 0,80 378 356 5,99 5,320 6,744
CASTELLON 53 8.826.405,38 0,97 382 363 6,07 4,750 7,334
CEUTA 30 3.827.039,36 0,42 349 328 6,20 5,320 7,384
CIUDAD REAL 150 18.251.293,63 2,01 365 349 5,97 4,750 7,384
CORDOBA 16 1.948.543,09 0,21 372 349 6,01 5,594 7,073
CUENCA 24 3.017.571,59 0,33 362 346 5,90 4,750 7,275
GIRONA 82 15.030.530,41 1,66 359 336 5,74 4,750 7,338
GRANADA 56 8.564.883,19 0,94 358 341 6,02 5,194 7,361
GUADALAJARA 58 12.338.900,13 1,36 366 339 6,09 4,750 7,384
GUIPUZCOA 8 2.380.900,91 0,26 374 346 5,65 5,000 6,393
HUELVA 24 3.989.580,75 0,44 346 328 5,80 4,750 6,293
HUESCA 8 1.125.160,82 0,12 355 334 5,95 4,750 6,494
JAEN 21 3.040.384,70 0,33 383 366 5,79 5,220 7,361
LA RIOJA 3 591.136,84 0,07 394 376 5,68 5,598 5,843
LAS PALMAS 30 5.600.921,93 0,62 372 354 6,02 4,750 7,393
LEON 24 2.896.464,27 0,32 366 346 5,84 4,750 7,323
LLEIDA 55 7.730.727,23 0,85 339 317 5,81 4,750 6,926
LUGO 5 695.487,95 0,08 368 351 5,97 5,723 6,173
MADRID 1.936 453.208.997,96 49,93 404 381 5,96 2,750 7,450
MALAGA 55 10.504.657,69 1,16 369 349 5,85 4,750 6,875
MURCIA 72 11.321.892,04 1,25 359 335 5,93 4,500 7,393
NAVARRA 15 3.101.323,40 0,34 401 379 5,68 5,170 5,934
ORENSE 9 1.416.693,30 0,16 355 333 5,64 5,320 6,134
PALENCIA 12 1.618.364,47 0,18 389 374 5,72 4,750 6,384
PONTEVEDRA 97 17.626.234,96 1,94 368 346 5,81 4,750 6,493
SALAMANCA 24 3.625.085,75 0,40 389 369 6,14 5,320 7,384
SANTA CRUZ 38 5.619.800,75 0,62 372 351 6,06 4,500 7,384
SEGOVIA 22 3.559.711,81 0,39 383 365 5,81 4,500 6,744
SEVILLA 154 27.268.172,39 3,00 371 349 5,77 4,500 6,893
SORIA 2 334.294,79 0,04 420 406 5,58 5,320 5,843
TARRAGONA 91 15.120.471,11 1,67 358 337 6,05 4,500 7,275
TERUEL 2 298.724,27 0,03 355 344 5,36 5,364 5,364
TOLEDO 202 35.937.357,22 3,96 375 357 6,08 4,500 7,393
VALENCIA 220 38.007.059,49 4,19 377 356 6,05 4,750 7,393
VALLADOLID 32 5.349.249,16 0,59 387 364 5,91 4,750 7,393
VIZCAYA 21 4.307.206,32 0,47 388 357 5,95 5,120 7,125
ZAMORA 10 1.590.005,87 0,18 386 373 5,80 4,750 7,111
ZARAGOZA 36 6.407.373,49 0,71 373 350 5,69 4,500 7,234,
,TOTALES 4.559 907.737.572,79 100,00 386 364 5,96 2,750 7,450,
66,,
