Elaborad,
,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN MADRID RESIDENCIAL I, FTA
(División por Vencimiento Residual)
,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
VENCIMIENTO SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
NUM PONDERADO POR PONDERADO POR PONDERADO POR
RESIDUAL MESES EUROS ACTUAL % ACTUAL ACTUAL
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL
(meses) (meses)
,144,00 - 156,00 1 71.640,41 0,01 180 150 5,88 5,875 5,875
156,00 - 168,00 4 269.630,07 0,03 233 162 6,18 5,744 6,676
168,00 - 180,00 10 1.078.545,83 0,12 226 174 6,21 5,494 7,361
180,00 - 192,00 16 1.294.461,97 0,14 264 185 6,37 5,683 7,290
192,00 - 204,00 12 771.082,52 0,08 278 196 6,43 6,070 7,384
204,00 - 216,00 18 2.418.673,60 0,27 249 209 6,19 5,570 7,384
216,00 - 228,00 70 9.770.707,66 1,08 272 224 6,13 5,484 6,994
228,00 - 240,00 86 11.777.619,63 1,30 280 232 6,10 4,500 7,384
240,00 - 252,00 63 9.144.740,04 1,01 300 245 6,23 4,975 7,330
252,00 - 264,00 45 7.269.069,91 0,80 297 258 6,07 5,494 6,875
264,00 - 276,00 63 11.513.219,81 1,27 301 269 5,89 2,750 7,393
276,00 - 288,00 153 25.061.950,99 2,76 308 282 5,92 4,750 7,375
288,00 - 300,00 85 12.722.078,23 1,40 330 293 5,87 4,750 7,361
300,00 - 312,00 77 14.544.227,49 1,60 352 306 5,99 3,500 7,375
312,00 - 324,00 199 37.121.694,73 4,09 358 319 6,11 3,500 7,134
324,00 - 336,00 866 168.106.424,17 18,52 360 330 6,25 3,500 7,393
336,00 - 348,00 1.026 210.178.767,82 23,15 360 342 6,01 4,500 7,450
348,00 - 360,00 515 102.107.722,28 11,25 360 350 5,78 4,500 7,393
360,00 - 372,00 8 1.565.464,63 0,17 390 367 5,79 5,000 6,884
372,00 - 384,00 14 2.599.317,98 0,29 402 378 5,85 4,750 6,643
384,00 - 396,00 67 13.243.046,47 1,46 418 390 5,94 4,500 7,393
396,00 - 408,00 108 22.126.218,09 2,44 419 402 5,80 4,750 7,323
408,00 - 420,00 80 15.734.095,38 1,73 422 411 5,76 4,500 7,248
420,00 - 432,00 14 3.365.810,72 0,37 443 426 5,82 5,384 7,384
432,00 - 444,00 16 3.577.837,00 0,39 455 438 5,76 5,250 6,573
444,00 - 456,00 137 33.866.513,68 3,73 479 451 5,65 4,750 6,273
456,00 - 468,00 532 126.035.668,59 13,88 480 462 5,77 4,750 7,248
468,00 - 480,00 274 60.401.343,09 6,65 480 470 5,75 4,500 6,743
,TOTALES 4.559 907.737.572,79 100,00 386 364 5,96 2,750 7,450
61,
