Elaborado con datos a 11/12/2008,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN MADRID RESIDENCIAL I, FTA
(División por Tipo de Referencia)
,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL TIPO DIFERENCIAL
SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
TIPO REFERENCIA Y DIFERENCIAL NUM PONDERADO POR PONDERADO POR PONDERADO POR PONDERADO POR
EUROS ACTUAL % ACTUAL ACTUAL
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL SALDO ACTUAL
(meses) (meses)
,TOTALES 4 538.688,99 0,06 322 277 5,03 0,00 4,750 5,950
TOTALES EURIBOR BOE PLAZO 12 MESES 4.191 846.949.751,81 93,30 388 367 5,93 0,76 2,750 7,393
0,00 - 0,50 764 182.715.239,16 21,57 417 398 5,58 0,39 4,500 5,883
0,50 - 1,00 2.247 453.610.114,35 53,56 391 371 5,83 0,65 2,750 6,343
1,00 - 1,50 784 137.222.134,45 16,20 360 333 6,27 1,15 3,500 6,843
1,50 - 2,00 287 53.559.369,33 6,32 355 326 6,73 1,59 3,500 7,343
2,00 - 2,50 109 19.842.894,52 2,34 360 340 6,94 2,00 3,500 7,393
TOTALES TIPO C.E.C.A. DE CAJAS DE AHORRO. 56 10.058.487,32 1,11 360 336 6,78 0,22 5,375 7,450
-1,00 - -0,50 1 150.478,08 1,50 360 336 5,38 -0,75 5,375 5,375
-0,50 - 0,00 1 194.047,39 1,93 384 351 6,48 -0,40 6,475 6,475
0,00 - 0,50 50 9.104.519,88 90,52 360 338 6,79 0,23 5,750 7,450
0,50 - 1,00 4 609.441,97 6,06 347 311 7,09 0,50 6,750 7,375
TOTALES TIPO HIPOTECARIO DE CONJUNTO DE ENTIDADES. 21 3.531.577,24 0,39 367 336 6,22 0,44 5,587 7,006
0,00 - 0,50 8 1.251.693,28 35,44 352 315 6,02 0,15 5,587 6,503
0,50 - 1,00 11 1.894.263,43 53,64 378 347 6,30 0,52 5,648 6,750
1,00 - 1,50 2 385.620,53 10,92 360 349 6,41 1,00 6,148 7,006
TOTALES TIPO HIPOTECARIOS DE BANCOS 95 15.870.943,39 1,75 351 325 5,96 0,43 4,750 7,000
0,00 - 0,50 30 5.554.771,90 35,00 350 321 5,94 0,12 4,750 6,426
0,50 - 1,00 59 9.419.538,16 59,35 352 326 5,93 0,56 4,750 7,000
1,00 - 1,50 6 896.633,33 5,65 349 330 6,45 1,01 5,750 6,960
TOTALES TIPO HIPOTECARIOS DE CAJAS DE AHORRO. 174 29.726.763,54 3,27 354 323 6,31 0,36 4,75 7,338
0,00 - 0,50 89 16.096.904,48 54,15 360 327 6,22 0,18 4,750 6,788
0,50 - 1,00 74 12.003.457,73 40,38 345 314 6,35 0,53 4,750 7,075
1,00 - 1,50 11 1.626.401,33 5,47 365 347 6,88 1,03 4,750 7,338
TOTALES TIPO MIBOR (PUBLIC. B.O.E. S/LEY TRANSP.). 18 1.061.360,50 0,12 322 206 6,56 1,35 5,720 7,330
0,50 - 1,00 2 125.127,68 11,79 340 222 5,81 0,75 5,720 6,020
1,00 - 1,50 7 474.215,69 44,68 326 208 6,32 1,10 5,970 6,540
1,50 - 2,00 5 219.431,23 20,67 304 190 6,78 1,53 6,470 6,890
2,00 - 2,50 4 242585,9 22,86 321 208 7,22 2 6,8 7,33
,TOTALES 4.559 907.737.572,79 100,00 386 364 5,96 2,750 7,450
65,
