Cartera de préstamos hipotecarios al día 04.11.2014
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos hipotecarios
%,Principal pendiente
(euros) %,% LTV
(Principal
V.p Teansdaiecniótne/ *)
5,00 - 9,99,1 0,01,10.995,57 0,00,9,76
10,00 - 14,99,1 0,01,19.839,90 0,00,12,61
20,00 - 24,99,1 0,01,25.532,52 0,00,20,42
30,00 - 34,99,2 0,02,89.387,52 0,01,30,91
35,00 - 39,99,3 0,03,139.749,94 0,02,36,21
40,00 - 44,99,4 0,04,213.540,88 0,03,43,11
45,00 - 49,99,6 0,06,370.094,99 0,05,47,89
50,00 - 54,99,90 0,88,6.297.241,02 0,77,53,94
55,00 - 59,99,840 8,18,60.306.903,29 7,38,57,80
60,00 - 64,99,2.547 24,82,191.418.055,20 23,42,63,17
65,00 - 69,99,4.847 47,23,392.858.675,03 48,07,67,83
70,00 - 74,99,1.849 18,02,159.059.419,82 19,46,71,53
75,00 - 79,99,72 0,70,6.382.466,63 0,78,75,83
Total 10.263 100,00 817.191.902,31 100,00,,,
Media Pondera da: 66,65 %
Media Simple: 66,36 %
Mínimo: 9,76 %
Máximo: 77,00 %
*LTV (Relaci ón Principal pen diente / V. Ta sación a la concesión) son medias ponderada s por el principal
pendiente.,,,
