Cartera de préstamos hipotecarios al día 30.06.2007
Clasificación por Comunidades Autónomas,,
,Préstamos Hipotecarios
%,Principal pendiente
( euros) %
Andalucía,1.807 12,08,274.927.043,17 12,03
Aragón,137 0,92,20.577.236,69 0,90
Asturias,77 0,51,8.802.865,81 0,39
Baleares,737 4,93,139.710.199,52 6,11
Canarias,1.066 7,12,154.653.462,13 6,77
Cantabria,60 0,40,8.693.506,17 0,38
Cataluña,1.720 11,49,333.125.631,45 14,58
Ceuta,5 0,03,690.433,23 0,03
País Vasco,247 1,65,43.221.054,46 1,89
Extremadura,105 0,70,12.393.372,20 0,54
Galicia,310 2,07,38.329.692,33 1,68
Castilla-León,733 4,90,101.618.631,59 4,45
Madrid,926 6,19,195.965.230,63 8,57
Castilla La Mancha,457 3,05,67.468.173,51 2,95
Melilla,2 0,01,172.990,46 0,01
Murcia,454 3,03,60.615.051,76 2,65
Navarra,212 1,42,30.288.299,34 1,33
La Rioja,64 0,43,8.343.524,20 0,37
Comunidad Valenciana,5.845 39,06,785.801.682,30 34,38
Total 14.964 100,00 2.285.398.080,95 100,00,,
