Cartera de préstamos hipotecarios al día 30.06.2007
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos Hipotecarios
%,Principal pendiente
(euros) %,(%) Principal
pendiente/
V. Tasación *
0,01 - 5,00,7 0,05,21.952,11 0,00,2,28
5,01 - 10,00,12 0,08,216.552,63 0,01,7,91
10,01 - 15,00,40 0,27,1.689.660,21 0,07,12,99
15,01 - 20,00,84 0,56,3.762.277,84 0,16,18,07
20,01 - 25,00,139 0,93,8.084.334,96 0,35,22,88
25,01 - 30,00,192 1,28,14.207.421,60 0,62,27,67
30,01 - 35,00,242 1,62,20.514.259,52 0,90,32,70
35,01 - 40,00,278 1,86,26.370.193,77 1,15,37,62
40,01 - 45,00,365 2,44,40.137.262,90 1,76,42,59
45,01 - 50,00,485 3,24,60.521.045,91 2,65,47,61
50,01 - 55,00,526 3,52,73.582.827,42 3,22,52,77
55,01 - 60,00,680 4,54,101.711.931,21 4,45,57,69
60,01 - 65,00,825 5,51,121.025.716,92 5,30,62,74
65,01 - 70,00,1.336 8,93,200.994.827,49 8,79,67,86
70,01 - 75,00,1.388 9,28,209.159.316,84 9,15,72,67
75,01 - 80,00,4.043 27,02,653.389.254,34 28,59,78,17
80,01 - 85,00,935 6,25,149.333.069,34 6,53,82,72
85,01 - 90,00,914 6,11,158.765.422,84 6,95,87,76
90,01 - 95,00,720 4,81,126.678.129,07 5,54,92,80
95,01 - 100,00,1.753 11,71,315.232.624,03 13,79,98,13
Total 14.964 100,00 2.285.398.080,95 100,00,,,
Media Pondera da: 75,77 %
Media Simple: 72,84 %
Mínimo: 0,52 %
Máximo: 100,00 %
*Relación Principal pendiente /V. Tasación son medias ponderadas por el principal pendiente.,,,
