Cartera de préstamos hipotecarios al día 06.03.2007
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
%,Principal pendiente
( euros) %
Canarias,3.293 8,49,403.874.377,98 7,20
Cantabria,523 1,35,71.922.795,50 1,28
Cataluña,6.724 17,34,1.163.309.964,56 20,75
Ceuta,174 0,45,21.214.213,78 0,38
País Vasco,1.009 2,60,174.067.055,41 3,11
Extremadura,781 2,01,80.041.969,71 1,43
Galicia,1.811 4,67,213.678.110,49 3,81
Castilla-León,1.776 4,58,219.330.526,36 3,91
Madrid,4.315 11,13,829.850.200,51 14,80
Castilla La Mancha,1.520 3,92,202.232.891,91 3,61
Melilla,184 0,47,19.216.696,26 0,34
Murcia,953 2,46,126.099.952,36 2,25
Navarra,216 0,56,34.458.715,33 0,61
La Rioja,209 0,54,28.688.503,32 0,51
Comunidad Valenciana,5.336 13,76,706.310.943,11 12,60
Total 38.780 100,00 5.605.776.550,67 100,00,,
