Cartera de préstamos hipotecarios al día 06.03.2007
Clasificación por la fecha amortización final,,,
Año de Amortización Final,Préstamos
hipotecarios
%,Principal pendiente
(euros) %,Vida Residual mp*
Meses Fecha
2019,216 0,56,19.041.754,86 0,34,148,68 26/07/2019
2020,234 0,60,24.362.742,47 0,43,161,10 8/08/2020
2021,180 0,46,20.618.291,07 0,37,171,19 10/06/2021
2022,98 0,25,10.404.015,42 0,19,184,50 21/07/2022
2023,404 1,04,39.749.616,81 0,71,198,19 10/09/2023
2024,927 2,39,98.527.205,14 1,76,208,49 20/07/2024
2025,911 2,35,111.878.774,64 2,00,220,45 19/07/2025
2026,564 1,45,73.042.765,45 1,30,230,77 29/05/2026
2027,237 0,61,30.156.954,88 0,54,245,06 7/08/2027
2028,819 2,11,92.872.987,14 1,66,258,05 5/09/2028
2029,1.796 4,63,209.750.722,90 3,74,268,54 22/07/2029
2030,1.585 4,09,212.601.387,59 3,79,280,28 14/07/2030
2031,940 2,42,136.361.691,52 2,43,290,91 3/06/2031
2032,441 1,14,64.158.399,74 1,14,304,45 19/07/2032
2033,2.331 6,01,299.735.002,10 5,35,318,44 17/09/2033
2034,9.710 25,04,1.352.246.293,05 24,12,328,80 30/07/2034
2035,10.141 26,15,1.573.525.525,66 28,07,340,43 19/07/2035
2036,5.360 13,82,890.578.124,42 15,89,350,22 12/05/2036
2037,3 0,01,551.634,17 0,01,363,63 24/06/2037
2038,10 0,03,1.531.196,93 0,03,379,29 14/10/2038
2039,18 0,05,2.774.499,46 0,05,389,99 4/09/2039
2040,127 0,33,22.990.463,58 0,41,402,18 9/09/2040
2041,98 0,25,16.969.300,18 0,30,410,29 14/05/2041
2042,4 0,01,677.206,09 0,01,423,51 21/06/2042
2043,22 0,06,3.317.531,96 0,06,438,74 27/09/2043
2044,60 0,15,9.784.106,85 0,17,448,79 29/07/2044
2045,504 1,30,97.253.973,73 1,73,463,53 21/10/2045
2046,840 2,17,169.713.895,23 3,03,470,50 21/05/2046
Total 38.780 100,00 5.605.776.550,67 100,00,,,
Media p on derada: 326,06 8/05/2034
Media simple: 319,30 14/10/2033
Mínimo: 63,84 30/06/2012
Máximo: 477,86 31/12/2046
* Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el principal pendiente de
los préstamos que tienen el vencimiento final en el año correspondiente.,,,
