Cartera de préstamos hipotecarios al día 06.03.2007
Clasificación por principal pendiente,,,
Intervalo de principal
(en euros),Préstamos hipotecarios
Nº. %,Principal pendiente
(euros) %,
25.000,00 -49.999,99,622 1,60,27.391.670,75 0,49,
50.000,00 -74.999,99,3.058 7,89,198.125.964,78 3,53,
75.000,00 -99.999,99,5.792 14,94,511.067.886,61 9,12,
100.000,00 -124.999,99,6.963 17,96,783.381.640,16 13,97,
125.000,00 -149.999,99,6.798 17,53,934.614.888,74 16,67,
150.000,00 -174.999,99,5.526 14,25,895.745.804,64 15,98,
175.000,00 -199.999,99,3.930 10,13,733.371.563,37 13,08,
200.000,00 -224.999,99,2.420 6,24,511.408.720,59 9,12,
225.000,00 -249.999,99,1.462 3,77,345.367.314,35 6,16,
250.000,00 -274.999,99,819 2,11,213.728.309,77 3,81,
275.000,00 -299.999,99,561 1,45,160.930.880,64 2,87,
300.000,00 -324.999,99,276 0,71,86.024.117,34 1,53,
325.000,00 -349.999,99,200 0,52,67.290.054,53 1,20,
350.000,00 -374.999,99,139 0,36,50.134.667,72 0,89,
375.000,00 -399.999,99,99 0,26,38.175.422,99 0,68,
400.000,00 -424.999,99,67 0,17,27.590.911,53 0,49,
425.000,00 -449.999,99,33 0,09,14.326.854,55 0,26,
450.000,00 -474.999,99,10 0,03,4.571.427,60 0,08,
475.000,00 -499.999,99,2 0,01,981.938,37 0,02,
500.000,00 -524.999,99,2 0,01,1.011.735,83 0,02,
525.000,00 -549.999,99,1 0,00,534.775,81 0,01,
Total 38.780 100,00 5.605.776.550,67 100,00,,,
,Principal medio:,144.553,29,
,Principal mínimo:,34.701,54,
,Principal máximo:,534.775,81,
