Cartera de préstamos hipotecarios al día 18.06.2013
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos hipotecarios
%,Principal pendiente
(euros) %
01.01.1994 a 30.06.1994,1 0,04,13.348,04 0,01
01.01.1995 a 30.06.1995,1 0,04,17.510,60 0,01
01.01.1996 a 30.06.1996,2 0,08,44.304,43 0,02
01.07.1996 a 31.12.1996,7 0,28,252.866,17 0,11
01.01.1997 a 30.06.1997,14 0,55,297.512,97 0,13
01.07.1997 a 31.12.1997,10 0,39,212.502,23 0,09
01.01.1998 a 30.06.1998,18 0,71,536.343,92 0,23
01.07.1998 a 31.12.1998,14 0,55,530.633,60 0,22
01.01.1999 a 30.06.1999,21 0,83,755.784,51 0,32
01.07.1999 a 31.12.1999,15 0,59,593.324,16 0,25
01.01.2000 a 30.06.2000,30 1,18,1.464.133,06 0,62
01.07.2000 a 31.12.2000,29 1,14,787.158,29 0,33
01.01.2001 a 30.06.2001,41 1,61,1.370.555,10 0,58
01.07.2001 a 31.12.2001,42 1,65,1.849.670,05 0,78
01.01.2002 a 30.06.2002,47 1,85,2.465.485,55 1,04
01.07.2002 a 31.12.2002,53 2,08,3.353.696,02 1,42
01.01.2003 a 30.06.2003,65 2,55,3.227.493,90 1,36
01.07.2003 a 31.12.2003,40 1,57,2.503.866,90 1,06
01.01.2004 a 30.06.2004,66 2,59,4.090.627,30 1,73
01.07.2004 a 31.12.2004,68 2,67,5.041.352,96 2,13
01.01.2005 a 30.06.2005,107 4,20,8.236.670,60 3,48
01.07.2005 a 31.12.2005,80 3,14,6.064.315,73 2,56
01.01.2006 a 30.06.2006,101 3,97,9.057.123,96 3,83
01.07.2006 a 31.12.2006,93 3,65,9.198.109,39 3,89
01.01.2007 a 30.06.2007,71 2,79,8.434.521,85 3,57
01.07.2007 a 31.12.2007,107 4,20,10.512.910,91 4,45
01.01.2008 a 30.06.2008,126 4,95,14.728.283,98 6,23
01.07.2008 a 31.12.2008,104 4,09,10.284.390,76 4,35
01.01.2009 a 30.06.2009,145 5,70,16.403.131,05 6,94
