Cartera de préstamos hipotecarios al día 13.03.2007
Clasificación por tipos de interés nominales máximos aplicables,,,
Intervalo % Tipo Interés
máximo,Préstamos hipotecarios
%,Principal pendiente
(euros) %,%Tipo*
interés máx.
9,50 - 9,99,112 0,61,7.363.993,53 0,40,9,75
10,00 - 10,49,133 0,72,13.594.442,04 0,75,10,00
10,50 - 10,99,2 0,01,48.198,10 0,00,10,68
11,00 - 11,49,460 2,50,52.771.408,36 2,89,11,00
11,50 - 11,99,10 0,05,1.069.957,67 0,06,11,57
12,00 - 12,49,2.123 11,52,210.018.439,68 11,52,12,00
12,50 - 12,99,38 0,21,3.095.788,00 0,17,12,50
13,00 - 13,49,305 1,65,8.129.387,86 0,45,13,00
13,50 - 13,99,1 0,01,98.266,76 0,01,13,50
14,00 - 14,49,369 2,00,32.813.967,89 1,80,14,00
15,00 - 15,49,2.439 13,23,261.518.776,68 14,34,15,00
15,50 - 15,99,3 0,02,260.448,52 0,01,15,50
16,00 - 16,49,535 2,90,40.208.689,11 2,21,16,00
17,00 - 17,49,1 0,01,14.511,73 0,00,17,00
18,00 - 18,49,1.394 7,56,149.495.709,78 8,20,18,00
20,00 - 20,49,13 0,07,1.414.331,95 0,08,20,00
25,00 - 25,49,185 1,00,17.673.775,85 0,97,25,00
28,00 - 28,49,411 2,23,59.015.683,68 3,24,28,00
30,00 - 30,49,3.981 21,60,331.795.833,46 18,20,30,00
40,00 - 40,49,11 0,06,555.230,94 0,03,40,00
50,00 - 50,49,2 0,01,263.638,24 0,01,50,00
Sin T.I.N. máximo aplicable,5.906 32,04,632.129.863,77 34,67,
Total 18.434 100,00 1.823.350.343,60 100,00,,,
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,,,
