Cartera de préstamos hipotecarios al día 04.11.2014
Clasificación por principal pendiente,,,
Intervalo de principal
(en euros),Préstamos hipotecarios
Nº. %,Principal pendiente
(euros) %,
10.000,00 - 19.999,99,2 0,02,30.835,47 0,00,
20.000,00 - 29.999,99,1 0,01,25.532,52 0,00,
30.000,00 - 39.999,99,18 0,18,672.420,97 0,08,
40.000,00 - 49.999,99,464 4,52,21.823.442,81 2,67,
50.000,00 - 59.999,99,1.111 10,83,61.191.900,85 7,49,
60.000,00 - 69.999,99,1.713 16,69,112.086.793,52 13,72,
70.000,00 - 79.999,99,2.236 21,79,168.611.605,90 20,63,
80.000,00 - 89.999,99,2.181 21,25,184.446.497,20 22,57,
90.000,00 - 99.999,99,949 9,25,89.195.422,08 10,91,
100.000,00 - 109.999,99,835 8,14,86.928.101,22 10,64,
110.000,00 - 119.999,99,396 3,86,45.369.475,76 5,55,
120.000,00 - 129.999,99,186 1,81,23.272.842,05 2,85,
130.000,00 - 139.999,99,124 1,21,16.609.563,01 2,03,
140.000,00 - 149.999,99,36 0,35,5.234.295,86 0,64,
150.000,00 - 159.999,99,11 0,11,1.693.173,09 0,21,
Total 10.263 100,00 817.191.902,31 100,00,,,
,Principal medio:,79.625,05,
,Principal mínimo:,10.995,57,
,Principal máximo:,156.374,38,
