Cartera de préstamos hipotecarios con financiación cualificada o convenida al día 04.11.2014
Clasificación por subsidiación,,
,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Plan de Vivienda 2005-2008,9.186 89,51,714.808.618,39 87,47
Sin subsidiación,5.610 54,66,440.843.632,69 53,95
48 EUR por cada 10.000,416 4,05,35.553.954,04 4,35
78 EUR por cada 10.000,2 0,02,230.607,74 0,03
82 EUR por cada 10.000,3.134 30,54,236.191.462,89 28,90
132 EUR por cada 10.000,24 0,23,1.988.961,03 0,24
,,
Plan de Vivienda y Rehabilitación 2009-2012,1.077 10,49,102.383.283,92 12,53
Sin subsidiación,311 3,03,33.014.224,83 4,04
48 EUR por cada 10.000,57 0,56,6.156.861,27 0,75
78 EUR por cada 10.000,1 0,01,109.961,62 0,01
80 EUR por cada 10.000,11 0,11,1.026.678,03 0,13
82 EUR por cada 10.000,675 6,58,60.160.692,54 7,36
100 EUR por cada 10.000,1 0,01,86.146,24 0,01
155 EUR por cada 10.000,1 0,01,61.639,68 0,01
Total deudores: 10.263 10.263 100,00 817.191.902,31 100,00,,
