AyT Goya Hipotecario IV, FTA
Distribución por LTV
LTV P N ré ú s m ta e m ro o s % p r s é o s b t r a e m t o o s tal S V a i l v d o o % V S iv a o ldo Sa M ld e o d V io ivo T M ip e o d io d e p i o n n t d er e é r s . Vid M a e d re ia s id p u on al d a e ñ r. os An M t e ig d ü ia e d p a o d n d a e ñ r os Saldo Inicial Pl m az e o d i T a o p ta o l n a d ñ e o r s

10.00% a 20.00% 748 7,59% 49.364.649,69 3,41% 65.995,52 1,97% 17,02 2,41 66.186.129,27 19,43
20.01% a 30.00% 948 9,62% 93.506.844,19 6,46% 98.635,91 1,92% 19,53 2,14 111.635.895,53 21,67
30.01% a 40.00% 1.230 12,49% 151.311.127,89 10,45% 123.017,18 1,87% 21,54 1,93 173.273.889,60 23,47
40.01% a 50.00% 1.470 14,92% 211.560.231,79 14,62% 143.918,53 1,87% 22,96 1,87 232.414.740,52 24,83
50.01% a 60.00% 1.639 16,64% 254.784.211,11 17,60% 155.451,01 1,86% 24,22 1,70 273.166.860,49 25,92
60.01% a 70.00% 1.639 16,64% 277.131.835,72 19,15% 169.085,93 1,85% 25,83 1,56 291.483.909,16 27,40
70.01% a 80.00% 1.641 16,66% 313.568.908,11 21,66% 191.084,04 1,84% 27,64 1,41 325.881.618,70 29,05
80.01% a 90.00% 370 3,76% 68.930.570,26 4,76% 186.298,84 1,87% 29,10 1,37 71.162.840,43 30,47
90.01% a 100.00% 118 1,20% 21.454.891,83 1,48% 181.821,12 1,95% 32,24 3,20 22.689.886,15 35,44
Superior a 100% 48 0,49% 5.854.717,74 0,40% 121.973,29 1,88% 25,24 2,41 6.429.373,69 27,66

Totales 9.851 100% 1.447.467.988,33 100% 146.936,15 1,86% 24,61 1,72 1.574.325.143,54 26,33
LTV Máximo 502,6%
LTV Medio 56,9%
