AyT Goya Hipotecario IV, FTA
Distribución por Fecha de Revisión de los tipos de interés
Fech t a i p d o e s R d e e v i i n si t ó e n ré d s e los P N ré ú s m ta e m ro o s % p r s é o s b t r a e m t o o s tal S V a i l v d o o % V S iv a o ldo Sa M ld e o d V io ivo T M ip e o d io d e p o in n te d r e é r s . Vid M a e d re ia s i p du on al d a e ñ r. os An M t e ig d ü ia e d p a o d n d a e ñ r os Saldo Inicial Pl m az e o d i T a o p ta o l n a d ñ e o r s

abr-11 930 9,44% 137.818.652,07 9,52% 148.192,10 1,70% 24,01 2,04 151.747.516,41 26,05
may-11 958 9,72% 133.813.908,32 9,24% 139.680,49 1,69% 24,48 1,76 146.262.658,87 26,24
jun-11 1.847 18,75% 274.763.684,58 18,98% 148.762,15 1,72% 25,21 1,31 293.532.411,23 26,51
jul-11 1.509 15,32% 220.853.073,10 15,26% 146.357,24 1,75% 24,95 1,44 235.480.777,26 26,38
ago-11 986 10,01% 143.083.929,64 9,89% 145.115,55 1,83% 24,80 1,43 152.607.463,35 26,23
sep-11 903 9,17% 134.996.750,12 9,33% 149.498,06 1,98% 25,25 1,46 143.926.023,44 26,71
oct-11 666 6,76% 101.007.175,61 6,98% 151.662,43 2,04% 25,21 1,75 110.455.677,66 26,97
nov-11 447 4,54% 63.690.255,23 4,40% 142.483,79 2,02% 23,06 2,46 72.578.250,22 25,53
dic-11 425 4,31% 65.006.087,11 4,49% 152.955,50 2,07% 23,29 2,56 75.100.117,44 25,84
ene-12 289 2,93% 40.900.656,40 2,83% 141.524,76 2,07% 23,43 2,26 45.704.387,21 25,69
feb-12 422 4,28% 64.656.986,78 4,47% 153.215,61 2,09% 24,05 2,33 71.825.642,44 26,38
mar-12 426 4,32% 62.104.093,37 4,29% 145.784,26 2,21% 24,14 2,38 70.045.551,45 26,53
Posterior a 31/10/2011 15 0,15% 1.789.200,89 0,12% 119.280,06 3,78% 25,58 1,47 1.852.141,67 27,05
Tipo Fijo 28 0,28% 2.983.535,11 0,21% 106.554,83 4,87% 20,39 1,39 3.206.524,89 21,79

Totales 9.851 100% 1.447.467.988,33 100% 146.936,15 1,86% 24,61 1,72 1.574.325.143,54 26,33

