AyT Goya Hipotecario IV, FTA
Distribución por Tipo de Interés Actual
Tipo de Interés Actual P N ré ú s m ta e m ro o s % p r s é o s b t r a e m t o o s tal S V a i l v d o o % V S iv a o ldo Sa M ld e o d V io ivo T M ip e o d io d e p o in n t d er e é r s . Vid M a e d re ia s i p d o u n al d a e ñ r. os An M t e ig d ü ia e d p a o d n d a e ñ r os Saldo Inicial Pl m az e o d i T a o p ta o l n a d ñ e o r s

Inferior o igual a 1.50% 1 0,01% 181.277,28 0,01% 181.277,28 1,50% 18,17 0,67 191.000,00 18,83
1.51% a 2.00% 7.316 74,27% 1.106.859.838,06 76,47% 151.293,03 1,75% 24,90 1,64 1.200.388.095,64 26,54
2.01% a 2.50% 2.322 23,57% 315.532.477,55 21,80% 135.888,23 2,18% 24,21 1,93 346.600.438,91 26,14
2.51% a 3.00% 146 1,48% 18.316.243,17 1,27% 125.453,72 2,70% 15,85 2,96 20.098.421,76 18,81
3.01% a 3.50% 27 0,27% 2.322.516,56 0,16% 86.019,13 3,16% 18,47 1,45 2.517.835,44 19,92
3.51% a 4.00% 6 0,06% 691.932,27 0,05% 115.322,04 3,75% 27,60 1,76 715.814,08 29,36
4.01% a 4.50% 13 0,13% 1.490.187,86 0,10% 114.629,84 4,42% 22,07 0,68 1.533.865,05 22,75
4.51% a 5.00% 10 0,10% 1.321.249,80 0,09% 132.124,98 4,87% 21,15 1,50 1.375.897,11 22,64
Superior a 5.00% 10 0,10% 752.265,78 0,05% 75.226,58 5,81% 15,74 2,99 903.775,55 18,73

Totales 9.851 100% 1.447.467.988,33 100% 146.936,15 1,86% 24,61 1,72 1.574.325.143,54 26,33
Tipo Mínimo 1,50%
Tipo Máximo 6,60%
Tipo Medio 1,86%
