AyT Goya Hipotecario IV, FTA
Distribución por Saldo Vivo
Saldo Vivo P N ré ú s m ta e m ro o s % p r s é o s b t r a e m t o o s tal S V a i l v d o o % V S iv a o ldo Sa M ld e o d V io ivo T M ip e o d io d e p o in n t d er e é r s . Vid M a e d re ia s i p d o u n al d a e ñ r. os An M t e ig d ü ia e d p a o d n d a e ñ r os Saldo Inicial Pl m az e o d i T a o p ta o l n a d ñ e o r s

Inferior a 49.999 955 9,69% 34.721.061,99 2,40% 36.357,13 1,99% 16,70 2,08 41.719.451,44 18,79
entre 50.000 Y 99.999 2.718 27,59% 207.026.952,04 14,30% 76.168,86 1,89% 20,64 1,67 233.845.411,81 22,32
entre 100.000 Y 149.999 2.691 27,32% 332.390.834,93 22,96% 123.519,45 1,84% 24,62 1,55 357.272.229,86 26,17
entre 150.000 Y 199.999 1.589 16,13% 273.028.411,64 18,86% 171.824,05 1,85% 26,25 1,55 289.900.805,20 27,81
entre 200.000 Y 249.999 805 8,17% 179.049.992,55 12,37% 222.422,35 1,84% 26,51 1,70 190.718.878,52 28,21
entre 250.000 Y 299.999 444 4,51% 120.699.445,17 8,34% 271.845,60 1,85% 26,26 1,77 130.541.206,69 28,03
entre 300.000 Y 349.999 234 2,38% 75.754.167,79 5,23% 323.735,76 1,89% 26,35 1,78 82.422.215,75 28,14
entre 350.000 Y 3999.999 134 1,36% 49.965.753,37 3,45% 372.878,76 1,89% 25,59 1,94 55.112.212,51 27,53
entre 400.000 Y 449.999 74 0,75% 31.257.506,71 2,16% 422.398,74 1,84% 25,38 2,19 34.453.553,53 27,56
entre 450.000 Y 499.999 47 0,48% 22.105.843,65 1,53% 470.337,10 1,91% 25,33 2,32 24.085.829,55 27,66
entre 500.000 Y 999.999 138 1,40% 90.637.773,99 6,26% 656.795,46 1,87% 23,93 2,06 98.633.818,64 26,00
entre 1.000.000 Y 1.499.999 13 0,13% 15.474.571,59 1,07% 1.190.351,66 1,93% 25,39 2,36 18.381.417,04 27,75
Superior o igual a 1.500.000 9 0,09% 15.355.672,91 1,06% 1.706.185,88 1,92% 20,54 2,68 17.238.113,00 23,22

Totales 9.851 100% 1.447.467.988,33 100% 146.936,15 1,86% 24,61 1,72 1.574.325.143,54 26,33
Valor Máximo 1.927.426,36
Valor Mínimo 11.961,66
