AyT Goya Hipotecario IV, FTA
Distribución geográfica según ubicación garantía
Provincia Número % sobre total Saldo % Saldo Saldo Vivo Tipo de interés Vida residual años Antigüedad años Saldo Inicial Plazo Total años
Garantía Préstamos préstamos Vivo Vivo Medio Medio ponder. Media ponder. Media ponder media ponder

A Coruña 100 1,02% 12.308.179,49 0,85% 123.081,79 1,84% 25,35 1,67 13.407.811,44 27,02
Alava 42 0,43% 6.967.854,53 0,48% 165.901,30 1,90% 24,45 1,68 7.524.279,01 26,13
Albacete 30 0,30% 3.614.869,47 0,25% 120.495,65 1,77% 24,95 1,41 3.830.488,35 26,36
Alicante 394 4,00% 49.813.478,61 3,44% 126.430,15 1,93% 22,33 2,22 55.435.765,92 24,55
Almería 48 0,49% 6.165.845,71 0,43% 128.455,12 1,99% 22,55 2,21 6.802.608,46 24,76
Asturias 97 0,98% 12.098.328,31 0,84% 124.725,03 1,87% 24,68 1,66 13.156.708,26 26,35
Avila 17 0,17% 1.530.880,15 0,11% 90.051,77 1,71% 23,55 1,50 1.633.040,26 25,05
Badajoz 26 0,26% 2.768.129,31 0,19% 106.466,51 1,85% 22,35 1,66 3.084.619,61 24,02
Baleares 619 6,28% 97.230.771,86 6,72% 157.077,18 1,85% 23,82 1,77 103.679.263,85 25,59
Barcelona 1.237 12,56% 205.123.381,11 14,17% 165.823,27 1,82% 25,68 1,56 222.254.390,87 27,24
Burgos 44 0,45% 5.080.830,64 0,35% 115.473,42 1,88% 22,95 1,47 5.575.314,19 24,43
Cáceres 34 0,35% 3.686.767,83 0,25% 108.434,35 1,76% 24,69 1,47 4.055.749,64 26,16
Cádiz 172 1,75% 22.861.445,82 1,58% 132.915,38 1,86% 24,31 1,76 24.872.815,29 26,07
Cantabria 114 1,16% 13.624.156,20 0,94% 119.510,14 1,89% 24,59 1,59 14.748.892,53 26,18
Castellón 83 0,84% 10.406.162,11 0,72% 125.375,45 1,82% 26,76 1,67 11.247.181,63 28,43
Ceuta 1 0,01% 104.819,14 0,01% 104.819,14 1,71% 29,08 0,92 107.328,76 30,00
Ciudad Real 38 0,39% 4.110.110,55 0,28% 108.160,80 1,86% 23,01 2,07 4.563.038,60 25,07
Córdoba 108 1,10% 16.029.394,09 1,11% 148.420,32 1,88% 23,22 1,87 17.528.322,64 25,09
Cuenca 49 0,50% 5.900.647,75 0,41% 120.421,38 1,97% 23,99 1,69 6.549.358,30 25,68
Girona 177 1,80% 24.911.044,07 1,72% 140.740,36 1,84% 25,92 1,32 26.206.853,89 27,24
Granada 224 2,27% 26.788.537,97 1,85% 119.591,69 1,83% 24,64 1,54 28.720.774,03 26,18
Guadalajara 41 0,42% 5.466.513,38 0,38% 133.329,59 1,87% 23,84 1,78 5.941.511,88 25,62
Guipúzcoa 54 0,55% 9.542.020,59 0,66% 176.704,09 1,84% 26,83 1,27 10.135.712,13 28,11
Huelva 49 0,50% 5.834.125,48 0,40% 119.063,79 1,87% 24,75 1,57 6.162.317,26 26,33
Huesca 40 0,41% 4.302.867,32 0,30% 107.571,68 1,92% 23,90 1,75 4.640.285,27 25,65
Jaén 37 0,38% 5.463.064,42 0,38% 147.650,39 1,87% 25,59 1,96 5.859.902,16 27,55
La Rioja 36 0,37% 4.333.067,90 0,30% 120.363,00 1,93% 25,46 1,58 4.654.577,75 27,05
Las Palmas 414 4,20% 54.207.929,24 3,75% 130.937,03 1,85% 24,26 2,25 59.429.480,73 26,51
