AyT Goya Hipotecario IV, FTA
Distribución por Antigüedad del Préstamo
Antigüedad del Préstamo Número % sobre total Saldo % Saldo Saldo Tipo de interés Vida residual años Antigüedad años Saldo Inicial Plazo Total años
(meses) Préstamos préstamos Vivo Vivo medio Medio ponder. Media ponder. Media ponder media ponder

Inferior a 6 277 2,81% 44.499.722,01 3,07% 160.648,82 2,13% 27,96 0,42 45.256.134,65 28,38
entre 6 y 12 4.235 42,99% 615.882.110,97 42,55% 145.426,71 1,77% 25,79 0,70 635.976.619,08 26,49
entre 12 y 18 1.081 10,97% 155.253.541,02 10,73% 143.620,30 2,04% 24,22 1,18 166.737.307,83 25,40
entre 18 y 24 1.230 12,49% 156.989.480,19 10,85% 127.633,72 1,76% 23,16 1,71 171.682.712,89 24,88
entre 24 y 36 1.390 14,11% 210.015.936,66 14,51% 151.090,60 1,87% 24,25 2,58 235.570.104,06 26,83
entre 36 y 48 1.020 10,35% 169.514.363,78 11,71% 166.190,55 1,97% 23,73 3,38 195.645.893,08 27,11
entre 48 y 60 315 3,20% 59.836.715,50 4,13% 189.957,83 2,06% 22,34 4,37 72.819.281,52 26,71
Más de 60 303 3,08% 35.476.118,20 2,45% 117.082,90 2,02% 18,26 6,08 50.637.090,43 24,34

Totales 9.851 100% 1.447.467.988,33 100% 146.936,15 1,86% 24,61 1,72 1.574.325.143,54 26,33
Antigüedad (meses)
Mínima 5,00
Máxima 116,00
Media 20,66
